206	303	300	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0001	1810	12	5	AberdeenJournal	1810.12.05_AberdeenJournal_0001										
461	667	658	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0001	1810	12	19	AberdeenJournal	1810.12.19_AberdeenJournal_0001										
290	389	375	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0001	1810	12	19	AberdeenJournal	1810.12.19_AberdeenJournal_0002										
390	503	507	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0001	1810	12	19	AberdeenJournal	1810.12.19_AberdeenJournal_0004										
541	789	791	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0001	1810	12	26	AberdeenJournal	1810.12.26_AberdeenJournal_0001										
527	750	736	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0001	1810	12	26	AberdeenJournal	1810.12.26_AberdeenJournal_0004										
280	389	378	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	8	29	AberdeenJournal	1810.08.29_AberdeenJournal_0002										
259	327	335	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	9	5	AberdeenJournal	1810.09.05_AberdeenJournal_0001										
232	292	274	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	9	19	AberdeenJournal	1810.09.19_AberdeenJournal_0002										
262	327	305	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	10	3	AberdeenJournal	1810.10.03_AberdeenJournal_0002										
209	298	272	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	10	17	AberdeenJournal	1810.10.17_AberdeenJournal_0002										
226	293	274	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	10	31	AberdeenJournal	1810.10.31_AberdeenJournal_0002										
401	481	474	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	11	7	AberdeenJournal	1810.11.07_AberdeenJournal_0004										
200	281	283	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	11	14	AberdeenJournal	1810.11.14_AberdeenJournal_0002										
732	907	885	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	11	21	AberdeenJournal	1810.11.21_AberdeenJournal_0002										
266	312	303	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	11	28	AberdeenJournal	1810.11.28_AberdeenJournal_0002										
361	483	483	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	12	5	AberdeenJournal	1810.12.05_AberdeenJournal_0001										
1006	1275	1269	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	12	12	AberdeenJournal	1810.12.12_AberdeenJournal_0002										
470	560	559	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	12	19	AberdeenJournal	1810.12.19_AberdeenJournal_0002										
253	350	357	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	12	22	MorningChronicle	1810.12.22_MorningChronicle_0003										
286	355	341	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	12	26	AberdeenJournal	1810.12.26_AberdeenJournal_0002										
322	472	453	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	12	29	JacksonsOxfordJournal	1810.12.29_JacksonsOxfordJournal_0002										
222	366	371	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0002	1810	12	29	LeedsMercury	1810.12.29_LeedsMercury_0002										
211	297	285	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0003	1810	3	6	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	1810.03.06_HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0004										
222	357	339	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0003	1810	4	3	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	1810.04.03_HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0001										
311	386	388	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0003	1810	9	5	AberdeenJournal	1810.09.05_AberdeenJournal_0004										
227	339	337	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0003	1810	12	12	AberdeenJournal	1810.12.12_AberdeenJournal_0002										
233	383	381	1811	1	2	AberdeenJournal	1811.01.02_AberdeenJournal_0003	1810	12	29	IpswichJournal	1810.12.29_IpswichJournal_0004										
275	429	433	1811	1	3	DerbyMercury	1811.01.03_DerbyMercury_0001	1810	1	4	DerbyMercury	1810.01.04_DerbyMercury_0001										
239	399	402	1811	1	3	DerbyMercury	1811.01.03_DerbyMercury_0001	1810	10	6	JacksonsOxfordJournal	1810.10.06_JacksonsOxfordJournal_0004										
483	795	783	1811	1	3	DerbyMercury	1811.01.03_DerbyMercury_0001	1810	12	20	DerbyMercury	1810.12.20_DerbyMercury_0001										
222	379	387	1811	1	3	DerbyMercury	1811.01.03_DerbyMercury_0001	1810	12	27	DerbyMercury	1810.12.27_DerbyMercury_0001										
323	455	450	1811	1	3	DerbyMercury	1811.01.03_DerbyMercury_0002	1810	3	8	DerbyMercury	1810.03.08_DerbyMercury_0004										
218	352	361	1811	1	3	DerbyMercury	1811.01.03_DerbyMercury_0002	1810	7	5	DerbyMercury	1810.07.05_DerbyMercury_0004										
329	442	457	1811	1	3	DerbyMercury	1811.01.03_DerbyMercury_0002	1810	10	11	DerbyMercury	1810.10.11_DerbyMercury_0004										
237	358	373	1811	1	3	DerbyMercury	1811.01.03_DerbyMercury_0002	1810	12	6	DerbyMercury	1810.12.06_DerbyMercury_0004										
234	392	391	1811	1	3	DerbyMercury	1811.01.03_DerbyMercury_0002	1810	12	20	DerbyMercury	1810.12.20_DerbyMercury_0001										
219	359	377	1811	1	3	DerbyMercury	1811.01.03_DerbyMercury_0002	1810	12	27	DerbyMercury	1810.12.27_DerbyMercury_0002										
248	380	382	1811	1	3	DerbyMercury	1811.01.03_DerbyMercury_0004	1810	1	4	DerbyMercury	1810.01.04_DerbyMercury_0004										
