375	621	641	I:\BL_TXTS\1810s\1814\02\1814.02.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002.txt	I:\BL_TXTS\1810s\1814\02\1814.02.01_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0002.txt
560	863	882	1814	02	03	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.02.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	1814	02	03	CaledonianMercury	1814.02.03_CaledonianMercury_0002
390	562	554	1814	02	04	LiverpoolMercuryetc	1814.02.04_LiverpoolMercuryetc_0003	1814	02	03	CaledonianMercury	1814.02.03_CaledonianMercury_0002
333	442	441	1814	02	04	LiverpoolMercuryetc	1814.02.04_LiverpoolMercuryetc_0003	1814	02	03	CaledonianMercury	1814.02.03_CaledonianMercury_0004
270	423	424	1814	02	04	TheMorningChronicle	1814.02.04_TheMorningChronicle_0002	1814	02	03	TheMorningChronicle	1814.02.03_TheMorningChronicle_0001
210	318	309	1814	02	05	CaledonianMercury	1814.02.05_CaledonianMercury_0002	1814	02	01	TheMorningChronicle	1814.02.01_TheMorningChronicle_0003
245	397	390	1814	02	05	CaledonianMercury	1814.02.05_CaledonianMercury_0002	1814	02	03	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.02.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004
253	397	410	1814	02	05	Jackson'sOxfordJournal	1814.02.05_Jackson'sOxfordJournal_0002	1814	02	03	TheMorningChronicle	1814.02.03_TheMorningChronicle_0002
299	494	484	1814	02	05	Jackson'sOxfordJournal	1814.02.05_Jackson'sOxfordJournal_0003	1814	02	04	TheMorningChronicle	1814.02.04_TheMorningChronicle_0002
214	369	366	1814	02	05	TheIpswichJournal	1814.02.05_TheIpswichJournal_0002	1814	02	05	Jackson'sOxfordJournal	1814.02.05_Jackson'sOxfordJournal_0002
277	451	445	1814	02	05	TheIpswichJournal	1814.02.05_TheIpswichJournal_0004	1814	02	05	CaledonianMercury	1814.02.05_CaledonianMercury_0002
386	594	576	1814	02	05	TheLeedsMercury	1814.02.05_TheLeedsMercury_0004	1814	02	03	CaledonianMercury	1814.02.03_CaledonianMercury_0003
214	337	339	1814	02	05	TheMorningChronicle	1814.02.05_TheMorningChronicle_0002	1814	02	03	TheMorningChronicle	1814.02.03_TheMorningChronicle_0001
256	358	361	1814	02	05	TheMorningChronicle	1814.02.05_TheMorningChronicle_0002	1814	02	04	TheMorningChronicle	1814.02.04_TheMorningChronicle_0002
1738	2381	2310	1814	02	07	CaledonianMercury	1814.02.07_CaledonianMercury_0002	1814	02	04	TheMorningChronicle	1814.02.04_TheMorningChronicle_0002
202	289	290	1814	02	07	CaledonianMercury	1814.02.07_CaledonianMercury_0003	1814	02	05	TheMorningChronicle	1814.02.05_TheMorningChronicle_0002
954	1329	1372	I:\BL_TXTS\1810s\1814\02\1814.02.08_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0001.txt	I:\BL_TXTS\1810s\1814\02\1814.02.01_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0001.txt
241	345	339	I:\BL_TXTS\1810s\1814\02\1814.02.08_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0001.txt	I:\BL_TXTS\1810s\1814\02\1814.02.03_TheMorningChronicle_0004.txt
228	370	358	I:\BL_TXTS\1810s\1814\02\1814.02.08_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0001.txt	I:\BL_TXTS\1810s\1814\02\1814.02.05_TheIpswichJournal_0004.txt
439	612	600	I:\BL_TXTS\1810s\1814\02\1814.02.08_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0002.txt	I:\BL_TXTS\1810s\1814\02\1814.02.05_CaledonianMercury_0003.txt
357	547	542	I:\BL_TXTS\1810s\1814\02\1814.02.08_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0004.txt	I:\BL_TXTS\1810s\1814\02\1814.02.05_CaledonianMercury_0002.txt
230	385	403	1814	02	08	TheMorningChronicle	1814.02.08_TheMorningChronicle_0001	1814	02	03	TheMorningChronicle	1814.02.03_TheMorningChronicle_0001
219	350	345	1814	02	08	TheMorningChronicle	1814.02.08_TheMorningChronicle_0002	1814	02	03	TheMorningChronicle	1814.02.03_TheMorningChronicle_0001
249	370	365	1814	02	08	TheMorningChronicle	1814.02.08_TheMorningChronicle_0002	1814	02	04	TheMorningChronicle	1814.02.04_TheMorningChronicle_0002
235	344	335	1814	02	08	TheMorningChronicle	1814.02.08_TheMorningChronicle_0002	1814	02	05	TheMorningChronicle	1814.02.05_TheMorningChronicle_0002
697	920	950	1814	02	10	CaledonianMercury	1814.02.10_CaledonianMercury_0002	1814	02	05	TheMorningChronicle	1814.02.05_TheMorningChronicle_0002
337	536	556	1814	02	10	CaledonianMercury	1814.02.10_CaledonianMercury_0004	1814	02	03	CaledonianMercury	1814.02.03_CaledonianMercury_0004
370	577	592	1814	02	10	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.02.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1814	02	03	TheMorningChronicle	1814.02.03_TheMorningChronicle_0004
877	1423	1478	1814	02	10	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.02.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1814	02	04	TheMorningChronicle	1814.02.04_TheMorningChronicle_0002
709	1114	1175	1814	02	10	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.02.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1814	02	07	CaledonianMercury	1814.02.07_CaledonianMercury_0002
663	1048	1065	1814	02	10	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.02.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	1814	02	05	TheMorningChronicle	1814.02.05_TheMorningChronicle_0002
340	517	530	1814	02	10	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.02.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	1814	02	10	CaledonianMercury	1814.02.10_CaledonianMercury_0002
290	448	457	1814	02	10	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.02.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	1814	02	10	CaledonianMercury	1814.02.10_CaledonianMercury_0004
371	524	512	1814	02	11	LiverpoolMercuryetc	1814.02.11_LiverpoolMercuryetc_0003	1814	02	04	TheMorningChronicle	1814.02.04_TheMorningChronicle_0002
232	334	334	1814	02	11	LiverpoolMercuryetc	1814.02.11_LiverpoolMercuryetc_0003	1814	02	05	TheMorningChronicle	1814.02.05_TheMorningChronicle_0002
302	451	450	1814	02	11	LiverpoolMercuryetc	1814.02.11_LiverpoolMercuryetc_0003	1814	02	07	CaledonianMercury	1814.02.07_CaledonianMercury_0002
251	314	310	1814	02	11	LiverpoolMercuryetc	1814.02.11_LiverpoolMercuryetc_0003	1814	02	10	CaledonianMercury	1814.02.10_CaledonianMercury_0002
