Target_Year	Target_Month	Target_Day	Target	Target_Page	Source_Year	Source_Month	Source_Day	Source	Source_Page
1812	1	8	AberdeenJournal	2	1812	1	4	CaledonianMercury	3
1812	1	22	AberdeenJournal	2	1812	1	16	CaledonianMercury	2
1812	3	5	DerbyMercury	4	1812	2	29	IpswichJournal	4
1812	5	9	JacksonsOxfordJournal	4	1812	5	7	DerbyMercury	1
1812	5	16	LeedsMercury	4	1812	5	2	JacksonsOxfordJournal	1
1812	1	5	Examiner	3	1812	1	4	MorningChronicle	2
1812	1	5	Examiner	4	1812	1	4	MorningChronicle	3
1812	1	6	CaledonianMercury	2	1812	1	4	MorningChronicle	2
1812	1	9	CaledonianMercury	2	1812	1	6	MorningChronicle	2
1812	1	10	LiverpoolMercuryetc	1	1812	1	8	MorningChronicle	1
1812	1	11	IpswichJournal	4	1812	1	10	LiverpoolMercuryetc	1
1812	1	11	LeedsMercury	2	1812	1	10	LiverpoolMercuryetc	1
1812	1	12	Examiner	3	1812	1	10	LiverpoolMercuryetc	1
1812	1	12	Examiner	9	1812	1	9	MorningChronicle	2
1812	1	15	AberdeenJournal	2	1812	1	10	LiverpoolMercuryetc	1
1812	1	15	MorningChronicle	3	1812	1	8	AberdeenJournal	2
1812	1	18	IpswichJournal	1	1812	1	16	CaledonianMercury	2
1812	1	20	CaledonianMercury	2	1812	1	17	MorningChronicle	1
1812	1	22	AberdeenJournal	3	1812	1	16	CaledonianMercury	2
1812	1	25	CaledonianMercury	2	1812	1	22	MorningChronicle	4
1812	1	25	LeedsMercury	4	1812	1	19	Examiner	3
1812	1	27	CaledonianMercury	3	1812	1	25	MorningChronicle	2
1812	1	30	CaledonianMercury	2	1812	1	27	MorningChronicle	2
1812	1	30	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	2	1812	1	27	CaledonianMercury	2
1812	2	1	IpswichJournal	1	1812	1	30	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3
1812	2	3	CaledonianMercury	2	1812	1	31	MorningChronicle	2
1812	2	5	AberdeenJournal	2	1812	1	30	CaledonianMercury	2
1812	2	5	AberdeenJournal	3	1812	1	30	CaledonianMercury	3
1812	2	8	CaledonianMercury	3	1812	2	6	MorningChronicle	2
1812	2	9	Examiner	3	1812	2	4	MorningChronicle	3
1812	2	9	Examiner	7	1812	2	8	CaledonianMercury	3
1812	2	12	AberdeenJournal	3	1812	2	8	CaledonianMercury	3
1812	2	13	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	2	1812	2	8	MorningChronicle	3
1812	2	13	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3	1812	2	8	CaledonianMercury	3
1812	2	15	CaledonianMercury	4	1812	2	11	MorningChronicle	3
1812	2	15	IpswichJournal	4	1812	2	10	MorningChronicle	3
1812	2	15	LeedsMercury	4	1812	2	13	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	2
1812	2	16	Examiner	16	1812	2	15	MorningChronicle	3
1812	2	17	CaledonianMercury	4	1812	2	13	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	2
1812	2	19	AberdeenJournal	2	1812	2	13	CaledonianMercury	3
1812	2	19	AberdeenJournal	3	1812	2	13	CaledonianMercury	3
1812	2	20	CaledonianMercury	2	1812	2	15	MorningChronicle	3
1812	2	22	CobbettsWeeklyPoliticalRegister	5	1812	2	21	LiverpoolMercuryetc	1
