RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE
1805	10	02	TheAberdeenJournal	0002	1805	10	01	TheHullPacket	0004
1805	10	03	CaledonianMercury	0002	1805	10	01	TheMorningChronicle	0002
1805	10	03	Trewman'sExeterFlyingPost	0004	1805	10	01	TheMorningChronicle	0002
1805	10	05	Jackson'sOxfordJournal	0002	1805	10	04	TheMorningChronicle	0003
1805	10	05	Jackson'sOxfordJournal	0004	1805	10	03	CaledonianMercury	0002
1805	10	05	TheNewcastleCourantetc	0002	1805	10	03	TheDerbyMercury	0004
1805	10	07	CaledonianMercury	0002	1805	10	05	TheMorningChronicle	0002
1805	10	07	CaledonianMercury	0003	1805	10	05	TheMorningChronicle	0003
1805	10	07	HampshireTelegraphandSussexChronicleetc	0002	1805	10	03	Trewman'sExeterFlyingPost	0004
1805	10	07	HampshireTelegraphandSussexChronicleetc	0004	1805	10	02	TheMorningChronicle	0003
1805	10	08	TheHullPacket	0004	1805	10	05	TheNewcastleCourantetc	0002
1805	10	09	TheAberdeenJournal	0001	1805	10	08	TheHullPacket	0001
1805	10	09	TheAberdeenJournal	0002	1805	10	08	TheHullPacket	0004
1805	10	09	TheAberdeenJournal	0003	1805	10	03	CaledonianMercury	0003
1805	10	10	CaledonianMercury	0002	1805	10	07	HampshireTelegraphandSussexChronicleetc	0003
1805	10	10	TheDerbyMercury	0001	1805	10	05	Jackson'sOxfordJournal	0002
1805	10	10	Trewman'sExeterFlyingPost	0001	1805	10	04	TheMorningChronicle	0003
1805	10	12	CaledonianMercury	0002	1805	10	08	TheMorningChronicle	0002
1805	10	12	CaledonianMercury	0003	1805	10	09	TheAberdeenJournal	0004
1805	10	12	CaledonianMercury	0004	1805	10	04	TheMorningChronicle	0003
1805	10	12	Cobbett'sWeeklyPoliticalRegister	0009	1805	10	05	TheMorningChronicle	0002
1805	10	12	Cobbett'sWeeklyPoliticalRegister	0010	1805	10	05	TheMorningChronicle	0002
1805	10	12	Cobbett'sWeeklyPoliticalRegister	0011	1805	10	05	TheMorningChronicle	0002
1805	10	12	Cobbett'sWeeklyPoliticalRegister	0012	1805	10	07	CaledonianMercury	0002
1805	10	12	Cobbett'sWeeklyPoliticalRegister	0013	1805	10	05	TheMorningChronicle	0003
1805	10	12	Cobbett'sWeeklyPoliticalRegister	0014	1805	10	05	TheMorningChronicle	0003
1805	10	12	Cobbett'sWeeklyPoliticalRegister	0015	1805	10	07	CaledonianMercury	0002
1805	10	12	Jackson'sOxfordJournal	0001	1805	10	07	TheMorningChronicle	0002
1805	10	12	Jackson'sOxfordJournal	0002	1805	10	08	TheMorningChronicle	0002
1805	10	12	Jackson'sOxfordJournal	0004	1805	10	04	TheMorningChronicle	0003
1805	10	12	TheNewcastleCourantetc	0002	1805	10	05	TheMorningChronicle	0002
1805	10	14	CaledonianMercury	0002	1805	10	11	TheMorningChronicle	0002
1805	10	14	HampshireTelegraphandSussexChronicleetc	0003	1805	10	11	TheMorningChronicle	0002
1805	10	14	HampshireTelegraphandSussexChronicleetc	0004	1805	10	12	CaledonianMercury	0002
1805	10	15	TheHullPacket	0004	1805	10	12	Jackson'sOxfordJournal	0002
1805	10	16	TheAberdeenJournal	0002	1805	10	10	CaledonianMercury	0003
1805	10	16	TheAberdeenJournal	0003	1805	10	10	CaledonianMercury	0003
1805	10	17	CaledonianMercury	0002	1805	10	14	TheMorningChronicle	0002
1805	10	17	CaledonianMercury	0003	1805	10	14	TheMorningChronicle	0002
1805	10	17	TheDerbyMercury	0001	1805	10	12	Jackson'sOxfordJournal	0001
1805	10	17	Trewman'sExeterFlyingPost	0003	1805	10	12	Jackson'sOxfordJournal	0002
1805	10	19	CaledonianMercury	0002	1805	10	16	TheMorningChronicle	0002
1805	10	19	CaledonianMercury	0003	1805	10	17	TheMorningChronicle	0002
1805	10	19	CaledonianMercury	0004	1805	10	09	TheAberdeenJournal	0001
1805	10	19	Cobbett'sWeeklyPoliticalRegister	0008	1805	10	14	TheMorningChronicle	0002
1805	10	19	Cobbett'sWeeklyPoliticalRegister	0009	1805	10	17	CaledonianMercury	0002
1805	10	19	Cobbett'sWeeklyPoliticalRegister	0011	1805	10	10	CaledonianMercury	0002
1805	10	19	Cobbett'sWeeklyPoliticalRegister	0016	1805	10	12	TheMorningChronicle	0002
1805	10	19	Jackson'sOxfordJournal	0001	1805	10	17	CaledonianMercury	0002
1805	10	19	Jackson'sOxfordJournal	0002	1805	10	17	CaledonianMercury	0003
