RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE	OPAGE
1880	08	02	AberdeenWeeklyJournal	0005	1880	08	01	Lloyd'sWeeklyNewspaper	0001
1880	08	02	AberdeenWeeklyJournal	0006	1880	08	01	Lloyd'sWeeklyNewspaper	0001
1880	08	02	BirminghamDailyPost	0005	1880	08	01	Lloyd'sWeeklyNewspaper	0001
1880	08	02	BirminghamDailyPost	0008	1880	08	01	Lloyd'sWeeklyNewspaper	0001
1880	08	02	DailyNews	0005	1880	08	01	Lloyd'sWeeklyNewspaper	0001
1880	08	02	Freeman'sJournalandDailyCommercialAdvertiser	0006	1880	08	01	Lloyd'sWeeklyNewspaper	0001
1880	08	02	GlasgowHerald	0005	1880	08	01	Lloyd'sWeeklyNewspaper	0001
1880	08	02	LiverpoolMercuryetc	0005	1880	08	01	Lloyd'sWeeklyNewspaper	0001
1880	08	02	LiverpoolMercuryetc	0006	1880	08	01	Lloyd'sWeeklyNewspaper	0001
1880	08	02	NorthernEcho	0003	1880	08	01	Lloyd'sWeeklyNewspaper	0001
1880	08	02	TheLeedsMercury	0008	1880	08	01	Lloyd'sWeeklyNewspaper	0001
1880	08	02	WesternMail	0003	1880	08	01	Lloyd'sWeeklyNewspaper	0001
1880	08	03	AberdeenWeeklyJournal	0002	1880	08	02	BirminghamDailyPost	0007
1880	08	03	AberdeenWeeklyJournal	0005	1880	08	02	GlasgowHerald	0005
1880	08	03	AberdeenWeeklyJournal	0006	1880	08	02	GlasgowHerald	0005
1880	08	03	AberdeenWeeklyJournal	0007	1880	08	02	TheBristolMercuryandDailyPost	0002
1880	08	03	AberdeenWeeklyJournal	0008	1880	08	02	GlasgowHerald	0003
1880	08	03	BirminghamDailyPost	0006	1880	08	02	DailyNews	0006
1880	08	03	GlasgowHerald	0002	1880	08	02	BirminghamDailyPost	0007
1880	08	03	LiverpoolMercuryetc	0001	1880	08	02	GlasgowHerald	0005
1880	08	03	LiverpoolMercuryetc	0005	1880	08	02	BirminghamDailyPost	0007
1880	08	03	LiverpoolMercuryetc	0008	1880	08	02	BirminghamDailyPost	0007
1880	08	03	TheBristolMercuryandDailyPost	0002	1880	08	02	TheLeedsMercury	0005
1880	08	03	TheBristolMercuryandDailyPost	0005	1880	08	02	WesternMail	0003
1880	08	03	TheIpswichJournal	0002	1880	08	02	BirminghamDailyPost	0007
1880	08	03	TheIpswichJournal	0004	1880	08	02	GlasgowHerald	0005
1880	08	03	ThePallMallGazette	0014	1880	08	02	BirminghamDailyPost	0006
1880	08	03	WesternMail	0003	1880	08	02	BirminghamDailyPost	0007
1880	08	04	AberdeenWeeklyJournal	0003	1880	08	02	BirminghamDailyPost	0006
1880	08	04	BaneracAmserauCymru	0015	1880	08	03	AberdeenWeeklyJournal	0002
1880	08	04	BirminghamDailyPost	0006	1880	08	02	GlasgowHerald	0006
1880	08	04	BirminghamDailyPost	0007	1880	08	03	TheIpswichJournal	0002
1880	08	04	GlasgowHerald	0003	1880	08	03	ThePallMallGazette	0009
1880	08	04	HampshireTelegraphandSussexChronicleetc	0004	1880	08	03	DailyNews	0005
1880	08	04	HampshireTelegraphandSussexChronicleetc	S0001	1880	08	03	TheBristolMercuryandDailyPost	0007
1880	08	04	HampshireTelegraphandSussexChronicleetc	S0002	1880	08	02	BirminghamDailyPost	0003
1880	08	04	HampshireTelegraphandSussexChronicleetc	S0003	1880	08	02	AberdeenWeeklyJournal	0005
1880	08	04	HampshireTelegraphandSussexChronicleetc	S0004	1880	08	02	DailyNews	0004
1880	08	04	LiverpoolMercuryetc	0001	1880	08	02	GlasgowHerald	0005
1880	08	04	LiverpoolMercuryetc	0003	1880	08	03	GlasgowHerald	0002
1880	08	04	TheBristolMercuryandDailyPost	0002	1880	08	03	ThePallMallGazette	0001
1880	08	04	TheDerbyMercury	0005	1880	08	02	AberdeenWeeklyJournal	0005
1880	08	04	TheDerbyMercury	0007	1880	08	01	Reynolds'sNewspaper	0003
1880	08	04	TheDerbyMercury	0008	1880	08	03	AberdeenWeeklyJournal	0006
1880	08	04	TheLeedsMercury	0005	1880	08	03	ThePallMallGazette	0009
1880	08	04	ThePallMallGazette	0014	1880	08	02	BirminghamDailyPost	0006
1880	08	04	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0002	1880	08	02	TheBristolMercuryandDailyPost	0007
1880	08	04	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0007	1880	08	03	NorthernEcho	0003
1880	08	04	WesternMail	0004	1880	08	03	TheIpswichJournal	0002
1880	08	05	AberdeenWeeklyJournal	0002	1880	08	04	BaneracAmserauCymru	0015
1880	08	05	AberdeenWeeklyJournal	0003	1880	08	04	BirminghamDailyPost	0006
1880	08	05	AberdeenWeeklyJournal	0005	1880	08	04	HampshireTelegraphandSussexChronicleetc	0004
1880	08	05	AberdeenWeeklyJournal	0006	1880	08	04	ThePallMallGazette	0007
1880	08	05	BirminghamDailyPost	0005	1880	08	04	ThePallMallGazette	0007
1880	08	05	BirminghamDailyPost	0006	1880	08	04	AberdeenWeeklyJournal	0003
1880	08	05	Freeman'sJournalandDailyCommercialAdvertiser	0006	1880	08	04	ThePallMallGazette	0007
1880	08	05	GlasgowHerald	0007	1880	08	04	BirminghamDailyPost	0006
1880	08	05	LiverpoolMercuryetc	0001	1880	08	04	TheDerbyMercury	0008
1880	08	05	LiverpoolMercuryetc	0003	1880	08	03	TheIpswichJournal	0002
1880	08	05	LiverpoolMercuryetc	0005	1880	08	04	ThePallMallGazette	0007
1880	08	05	LiverpoolMercuryetc	0008	1880	08	04	BirminghamDailyPost	0006
1880	08	05	TheBristolMercuryandDailyPost	0002	1880	08	04	DailyNews	0005
1880	08	05	TheBristolMercuryandDailyPost	0003	1880	08	04	WesternMail	0003
1880	08	05	TheBristolMercuryandDailyPost	0006	1880	08	04	BirminghamDailyPost	0008
