1831.10.04_NorthWalesChronicle_0001,1831.10.01_PrestonChronicle_0001
1831.10.04_TheBelfastNews-Letter_0001,1831.10.01_CaledonianMercury_0002
1831.10.04_TheBelfastNews-Letter_0002,1831.10.03_Freeman'sJournalandDailyCommercialAdvertiser_0003
1831.10.04_TheBelfastNews-Letter_0004,1831.10.01_CaledonianMercury_0004
1831.10.04_TheBristolMercury_0002,1831.10.01_PrestonChronicle_0002
1831.10.04_TheHullPacketandHumberMercury_0001,1831.10.01_CaledonianMercury_0002
1831.10.04_TheHullPacketandHumberMercury_0004,1831.10.01_PrestonChronicle_0001
1831.10.05_TheDerbyMercury_0001,1831.10.01_TheNewcastleCourantetc_0004
1831.10.05_TheDerbyMercury_0002,1831.10.04_TheBristolMercury_0002
1831.10.06_Freeman'sJournalandDailyCommercialAdvertiser_0002,1831.10.05_TheDerbyMercury_0002
1831.10.07_LiverpoolMercuryetc_0002,1831.10.04_TheBelfastNews-Letter_0002
1831.10.07_LiverpoolMercuryetc_0006,1831.10.05_TheDerbyMercury_0002
1831.10.07_TheBelfastNews-Letter_0001,1831.10.05_TheDerbyMercury_0002
1831.10.07_TheBelfastNews-Letter_0002,1831.10.06_Freeman'sJournalandDailyCommercialAdvertiser_0002
1831.10.07_TheBelfastNews-Letter_0004,1831.10.01_PrestonChronicle_0003
1831.10.08_PrestonChronicle_0001,1831.10.04_TheBristolMercury_0002
1831.10.08_PrestonChronicle_0002,1831.10.02_TheExaminer_0012
1831.10.08_PrestonChronicle_0003,1831.10.07_LiverpoolMercuryetc_0007
1831.10.08_PrestonChronicle_0004,1831.10.07_LiverpoolMercuryetc_0008
1831.10.08_TheManchesterTimesandGazette_0002,1831.10.01_Cobbett'sWeeklyPoliticalRegister_0002
1831.10.08_TheManchesterTimesandGazette_0003,1831.10.02_TheExaminer_0005
1831.10.08_TheManchesterTimesandGazette_0004,1831.10.07_LiverpoolMercuryetc_0002
1831.10.08_TheNewcastleCourantetc_0003,1831.10.05_TheDerbyMercury_0001
1831.10.09_TheExaminer_0013,1831.10.08_PrestonChronicle_0002
1831.10.09_TheExaminer_0014,1831.10.04_TheBelfastNews-Letter_0003
1831.10.10_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.10.08_PrestonChronicle_0002
1831.10.10_Freeman'sJournalandDailyCommercialAdvertiser_S0001,1831.10.08_Cobbett'sWeeklyPoliticalRegister_0020
1831.10.10_HampshireTelegraphandSussexChronicleetc_0002,1831.10.07_Freeman'sJournalandDailyCommercialAdvertiser_0002
1831.10.11_NorthWalesChronicle_0004,1831.10.07_TheBelfastNews-Letter_0001
1831.10.11_TheBelfastNews-Letter_0001,1831.10.10_Freeman'sJournalandDailyCommercialAdvertiser_S0002
1831.10.11_TheBelfastNews-Letter_0004,1831.10.09_TheExaminer_0008
1831.10.11_TheBelfastNews-Letter_S0001,1831.10.08_CaledonianMercury_0005
1831.10.11_TheBelfastNews-Letter_S0002,1831.10.09_TheExaminer_0007
1831.10.11_TheBristolMercury_0001,1831.10.09_TheExaminer_0013
