1828.01.02_TheAberdeenJournal_0004,1828.01.01_TheHullPacketandHumberMercury_0001
1828.01.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1828.01.01_TheMorningChronicle_0002
1828.01.04_LiverpoolMercuryetc_0002,1828.01.02_TheMorningChronicle_0001
1828.01.04_TheBelfastNews-Letter_0004,1828.01.02_TheAberdeenJournal_0004
1828.01.04_TheMorningChronicle_0004,1828.01.03_CaledonianMercury_0003
1828.01.05_CaledonianMercury_0002,1828.01.03_TheMorningChronicle_0003
1828.01.05_CaledonianMercury_0003,1828.01.03_TheMorningChronicle_0004
1828.01.05_CaledonianMercury_0004,1828.01.04_TheBelfastNews-Letter_0002
1828.01.05_TheIpswichJournal_0001,1828.01.03_NorthWalesChronicle_0002
1828.01.05_TheIpswichJournal_0002,1828.01.03_TheMorningChronicle_0004
1828.01.05_TheIpswichJournal_0004,1828.01.03_NorthWalesChronicle_0003
1828.01.05_TheNewcastleCourantetc_0002,1828.01.03_CaledonianMercury_0003
1828.01.05_TheNewcastleCourantetc_0004,1828.01.02_TheMorningChronicle_0001
1828.01.06_TheExaminer_0002,1828.01.03_TheMorningChronicle_0004
1828.01.06_TheExaminer_0003,1828.01.03_TheMorningChronicle_0004
1828.01.06_TheExaminer_0005,1828.01.02_TheMorningChronicle_0002
1828.01.06_TheExaminer_0010,1828.01.03_TheMorningChronicle_0003
1828.01.06_TheExaminer_0015,1828.01.04_TheMorningChronicle_0001
1828.01.07_CaledonianMercury_0002,1828.01.04_TheMorningChronicle_0002
1828.01.07_TheBristolMercury_0001,1828.01.05_TheIpswichJournal_0002
1828.01.07_TheBristolMercury_0003,1828.01.03_NorthWalesChronicle_0002
1828.01.07_TheBristolMercury_0004,1828.01.03_TheMorningChronicle_0004
1828.01.08_TheBelfastNews-Letter_0001,1828.01.02_TheMorningChronicle_0001
1828.01.08_TheBelfastNews-Letter_0002,1828.01.04_TheMorningChronicle_0004
1828.01.08_TheBelfastNews-Letter_0003,1828.01.07_TheBristolMercury_0001
1828.01.08_TheBelfastNews-Letter_0004,1828.01.05_CaledonianMercury_0002
1828.01.08_TheHullPacketandHumberMercury_0001,1828.01.03_TheMorningChronicle_0003
1828.01.08_TheHullPacketandHumberMercury_0003,1828.01.03_NorthWalesChronicle_0002
1828.01.08_TheHullPacketandHumberMercury_0004,1828.01.01_TheMorningChronicle_0002
1828.01.09_TheAberdeenJournal_0004,1828.01.02_TheMorningChronicle_0001
1828.01.09_TheDerbyMercury_0001,1828.01.07_TheBristolMercury_0001
1828.01.09_TheDerbyMercury_0002,1828.01.08_TheHullPacketandHumberMercury_0001
1828.01.09_TheDerbyMercury_0004,1828.01.08_TheHullPacketandHumberMercury_0004
1828.01.10_CaledonianMercury_0002,1828.01.07_TheMorningChronicle_0002
1828.01.10_NorthWalesChronicle_0004,1828.01.03_TheMorningChronicle_0003
1828.01.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1828.01.08_TheHullPacketandHumberMercury_0003
1828.01.11_LiverpoolMercuryetc_0002,1828.01.08_TheBelfastNews-Letter_0004
1828.01.11_TheBelfastNews-Letter_0002,1828.01.07_TheMorningChronicle_0002
1828.01.11_TheBelfastNews-Letter_0004,1828.01.07_HampshireTelegraphandSussexChronicleetc_0002
1828.01.11_TheMorningChronicle_0001,1828.01.06_TheExaminer_0015
1828.01.12_CaledonianMercury_0002,1828.01.09_TheMorningChronicle_0003
1828.01.12_Cobbett'sWeeklyPoliticalRegister_0002,1828.01.11_TheMorningChronicle_0002
1828.01.12_Cobbett'sWeeklyPoliticalRegister_0012,1828.01.09_TheMorningChronicle_0003
1828.01.12_TheIpswichJournal_0001,1828.01.08_TheHullPacketandHumberMercury_0001
1828.01.12_TheIpswichJournal_0002,1828.01.10_TheMorningChronicle_0004
1828.01.12_TheIpswichJournal_0004,1828.01.05_TheNewcastleCourantetc_0002
1828.01.12_TheNewcastleCourantetc_0002,1828.01.07_TheMorningChronicle_0003
1828.01.12_TheNewcastleCourantetc_0003,1828.01.09_TheDerbyMercury_0004
1828.01.12_TheNewcastleCourantetc_0004,1828.01.09_TheMorningChronicle_0003
1828.01.13_TheExaminer_0009,1828.01.10_TheMorningChronicle_0003
1828.01.13_TheExaminer_0011,1828.01.11_TheMorningChronicle_0004
1828.01.13_TheExaminer_0015,1828.01.07_TheMorningChronicle_0001
1828.01.13_TheExaminer_0016,1828.01.08_TheMorningChronicle_0001
1828.01.14_CaledonianMercury_0001,1828.01.08_TheBelfastNews-Letter_0003
1828.01.14_CaledonianMercury_0002,1828.01.12_Cobbett'sWeeklyPoliticalRegister_0003
1828.01.14_HampshireTelegraphandSussexChronicleetc_0002,1828.01.08_TheHullPacketandHumberMercury_0001
1828.01.14_HampshireTelegraphandSussexChronicleetc_0003,1828.01.08_TheMorningChronicle_0004
1828.01.14_TheBristolMercury_0002,1828.01.13_TheExaminer_0002
1828.01.14_TheBristolMercury_0004,1828.01.05_CaledonianMercury_0003
1828.01.15_TheBelfastNews-Letter_0001,1828.01.12_CaledonianMercury_0003
1828.01.15_TheBelfastNews-Letter_0004,1828.01.12_TheIpswichJournal_0004
1828.01.15_TheHullPacketandHumberMercury_0001,1828.01.12_TheIpswichJournal_0001
1828.01.15_TheHullPacketandHumberMercury_0002,1828.01.13_TheExaminer_0014
1828.01.15_TheHullPacketandHumberMercury_0003,1828.01.14_CaledonianMercury_0002
1828.01.15_TheHullPacketandHumberMercury_0004,1828.01.09_TheMorningChronicle_0001
1828.01.16_TheAberdeenJournal_0002,1828.01.11_TheBelfastNews-Letter_0002
1828.01.16_TheAberdeenJournal_0004,1828.01.11_TheBelfastNews-Letter_0004
1828.01.16_TheDerbyMercury_0001,1828.01.12_TheIpswichJournal_0002
1828.01.16_TheDerbyMercury_0004,1828.01.14_TheMorningChronicle_0002
1828.01.17_CaledonianMercury_0002,1828.01.12_TheMorningChronicle_0002
1828.01.17_CaledonianMercury_0004,1828.01.15_TheMorningChronicle_0001
1828.01.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1828.01.14_TheMorningChronicle_0003
1828.01.18_TheBelfastNews-Letter_0002,1828.01.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1828.01.19_CaledonianMercury_0002,1828.01.18_TheBelfastNews-Letter_0002
1828.01.19_Cobbett'sWeeklyPoliticalRegister_0014,1828.01.15_TheMorningChronicle_0004
1828.01.19_TheIpswichJournal_0001,1828.01.14_TheMorningChronicle_0003
1828.01.19_TheIpswichJournal_0002,1828.01.17_TheMorningChronicle_0002
1828.01.19_TheIpswichJournal_0004,1828.01.14_TheMorningChronicle_0003
1828.01.19_TheLeedsMercury_0002,1828.01.14_TheMorningChronicle_0002
1828.01.19_TheLeedsMercury_0004,1828.01.14_TheMorningChronicle_0003
1828.01.19_TheMorningChronicle_0003,1828.01.13_TheExaminer_0001
1828.01.20_TheExaminer_0002,1828.01.15_TheMorningChronicle_0002
1828.01.21_CaledonianMercury_0004,1828.01.14_HampshireTelegraphandSussexChronicleetc_0003
1828.01.21_HampshireTelegraphandSussexChronicleetc_0004,1828.01.19_TheMorningChronicle_0002
1828.01.21_TheBristolMercury_0001,1828.01.14_TheMorningChronicle_0003
1828.01.21_TheBristolMercury_0002,1828.01.13_TheExaminer_0014
1828.01.22_TheBelfastNews-Letter_0002,1828.01.20_TheExaminer_0002
1828.01.22_TheHullPacketandHumberMercury_0001,1828.01.21_TheBristolMercury_0001
1828.01.22_TheHullPacketandHumberMercury_0003,1828.01.19_TheLeedsMercury_0002
1828.01.22_TheHullPacketandHumberMercury_0004,1828.01.14_TheMorningChronicle_0003
1828.01.23_TheAberdeenJournal_0002,1828.01.15_TheMorningChronicle_0002
1828.01.23_TheDerbyMercury_0002,1828.01.21_TheMorningChronicle_0003
1828.01.23_TheDerbyMercury_0004,1828.01.17_TheMorningChronicle_0002
1828.01.24_CaledonianMercury_0002,1828.01.23_TheDerbyMercury_0002
1828.01.24_CaledonianMercury_0004,1828.01.17_TheMorningChronicle_0003
1828.01.24_NorthWalesChronicle_0004,1828.01.18_TheBelfastNews-Letter_0002
1828.01.24_TheMorningChronicle_0003,1828.01.22_TheHullPacketandHumberMercury_0003
1828.01.24_TheMorningChronicle_0004,1828.01.21_HampshireTelegraphandSussexChronicleetc_0003
1828.01.25_LiverpoolMercuryetc_0007,1828.01.10_NorthWalesChronicle_0003
1828.01.25_TheBelfastNews-Letter_0001,1828.01.17_TheMorningChronicle_0004
1828.01.25_TheBelfastNews-Letter_0004,1828.01.17_CaledonianMercury_0004
1828.01.26_TheIpswichJournal_0001,1828.01.21_TheMorningChronicle_0003
1828.01.26_TheIpswichJournal_0002,1828.01.24_TheMorningChronicle_0004
1828.01.26_TheIpswichJournal_0003,1828.01.24_TheMorningChronicle_0004
1828.01.26_TheNewcastleCourantetc_0002,1828.01.21_TheMorningChronicle_0004
1828.01.26_TheNewcastleCourantetc_0003,1828.01.17_TheMorningChronicle_0004
1828.01.27_TheExaminer_0004,1828.01.21_TheMorningChronicle_0003
1828.01.27_TheExaminer_0006,1828.01.26_CaledonianMercury_0002
1828.01.27_TheExaminer_0007,1828.01.25_TheMorningChronicle_0002
1828.01.27_TheExaminer_0009,1828.01.25_TheMorningChronicle_0002
1828.01.27_TheExaminer_0011,1828.01.24_TheMorningChronicle_0002
1828.01.27_TheExaminer_0013,1828.01.24_TheMorningChronicle_0003
1828.01.27_TheExaminer_0016,1828.01.14_TheBristolMercury_0001
1828.01.28_CaledonianMercury_0002,1828.01.26_TheMorningChronicle_0002
1828.01.28_HampshireTelegraphandSussexChronicleetc_0002,1828.01.26_CaledonianMercury_0002
1828.01.28_HampshireTelegraphandSussexChronicleetc_0004,1828.01.26_TheMorningChronicle_0002
1828.01.28_TheBristolMercury_0001,1828.01.23_TheMorningChronicle_0002
1828.01.29_TheBelfastNews-Letter_0001,1828.01.23_TheMorningChronicle_0002
1828.01.29_TheBelfastNews-Letter_0004,1828.01.24_TheMorningChronicle_0004
1828.01.29_TheHullPacketandHumberMercury_0001,1828.01.13_TheExaminer_0014
1828.01.29_TheHullPacketandHumberMercury_0002,1828.01.10_TheMorningChronicle_0002
1828.01.29_TheHullPacketandHumberMercury_0003,1828.01.28_CaledonianMercury_0002
1828.01.29_TheMorningChronicle_0001,1828.01.24_CaledonianMercury_0003
1828.01.29_TheMorningChronicle_0004,1828.01.26_TheLeedsMercury_0003
1828.01.30_TheAberdeenJournal_0004,1828.01.24_CaledonianMercury_0002
1828.01.30_TheDerbyMercury_0001,1828.01.29_TheHullPacketandHumberMercury_0001
1828.01.30_TheDerbyMercury_0002,1828.01.25_TheMorningChronicle_0003
1828.01.30_TheDerbyMercury_0004,1828.01.12_TheIpswichJournal_0004
1828.01.30_TheMorningChronicle_0001,1828.01.22_TheHullPacketandHumberMercury_0004
1828.02.01_LiverpoolMercuryetc_0001,1828.01.29_TheHullPacketandHumberMercury_0001
