1828.12.03_TheAberdeenJournal_0002,1828.12.02_TheHullPacketandHumberMercury_0002
1828.12.03_TheDerbyMercury_0002,1828.12.02_TheMorningChronicle_0003
1828.12.03_TheMorningChronicle_0001,1828.12.02_TheHullPacketandHumberMercury_0003
1828.12.04_NorthWalesChronicle_0001,1828.12.03_TheMorningChronicle_0001
1828.12.04_TheMorningChronicle_0004,1828.12.02_TheHullPacketandHumberMercury_0003
1828.12.05_LiverpoolMercuryetc_0005,1828.12.03_TheDerbyMercury_0001
1828.12.05_TheBelfastNews-Letter_0002,1828.12.02_TheMorningChronicle_0002
1828.12.05_TheManchesterTimes_0002,1828.12.03_TheMorningChronicle_0001
1828.12.05_TheManchesterTimes_0003,1828.12.01_TheMorningChronicle_0003
1828.12.05_TheManchesterTimes_0007,1828.12.01_TheMorningChronicle_0003
1828.12.06_CaledonianMercury_0004,1828.12.04_TheMorningChronicle_0004
1828.12.06_TheIpswichJournal_0001,1828.12.02_TheMorningChronicle_0002
1828.12.06_TheIpswichJournal_0002,1828.12.04_TheMorningChronicle_0002
1828.12.06_TheIpswichJournal_0004,1828.12.01_TheMorningChronicle_0003
1828.12.06_TheLeedsMercury_0003,1828.12.04_TheMorningChronicle_0004
1828.12.06_TheMorningChronicle_0003,1828.12.05_TheManchesterTimes_0008
1828.12.06_TheNewcastleCourantetc_0002,1828.12.01_TheMorningChronicle_0002
1828.12.06_TheNewcastleCourantetc_0003,1828.12.02_TheMorningChronicle_0003
1828.12.06_TheNewcastleCourantetc_0004,1828.12.04_TheMorningChronicle_0004
1828.12.07_TheExaminer_0002,1828.12.03_TheMorningChronicle_0004
1828.12.07_TheExaminer_0003,1828.12.03_TheMorningChronicle_0003
1828.12.07_TheExaminer_0012,1828.12.04_TheMorningChronicle_0003
1828.12.07_TheExaminer_0013,1828.12.04_TheMorningChronicle_0003
1828.12.07_TheExaminer_0015,1828.12.06_TheMorningChronicle_0001
1828.12.08_CaledonianMercury_0001,1828.12.07_TheExaminer_0015
1828.12.08_CaledonianMercury_0002,1828.12.04_TheMorningChronicle_0002
1828.12.08_CaledonianMercury_0004,1828.12.06_TheNewcastleCourantetc_0004
1828.12.08_HampshireTelegraphandSussexChronicleetc_0002,1828.12.04_TheMorningChronicle_0002
1828.12.08_HampshireTelegraphandSussexChronicleetc_0003,1828.12.02_TheMorningChronicle_0003
1828.12.08_TheMorningChronicle_0001,1828.12.07_TheExaminer_0015
