1832.01.03_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.01.01_TheExaminer_0002
1832.01.03_TheBristolMercury_0004,1832.01.02_CaledonianMercury_0004
1832.01.04_TheDerbyMercury_0001,1832.01.02_HampshireTelegraphandSussexChronicleetc_0002
1832.01.04_TheDerbyMercury_0004,1832.01.02_CaledonianMercury_0004
1832.01.05_Freeman'sJournalandDailyCommercialAdvertiser_0002,1832.01.04_TheDerbyMercury_0002
1832.01.05_TheMorningChronicle_0003,1832.01.02_CaledonianMercury_0003
1832.01.06_Freeman'sJournalandDailyCommercialAdvertiser_0002,1832.01.04_TheDerbyMercury_0003
1832.01.07_CaledonianMercury_0002,1832.01.03_TheBristolMercury_0003
1832.01.07_PrestonChronicle_0004,1832.01.06_LiverpoolMercuryetc_0002
1832.01.07_TheManchesterTimesandGazette_0002,1832.01.06_LiverpoolMercuryetc_0002
1832.01.07_TheManchesterTimesandGazette_0004,1832.01.01_TheExaminer_0003
1832.01.07_TheNewcastleCourantetc_0002,1832.01.03_TheHullPacketandHumberMercury_0001
1832.01.07_ThePoorMan'sGuardian_0003,1832.01.01_TheExaminer_0008
1832.01.08_TheExaminer_0007,1832.01.04_TheMorningChronicle_0002
1832.01.08_TheExaminer_0011,1832.01.07_CaledonianMercury_0002
1832.01.08_TheExaminer_0012,1832.01.05_TheMorningChronicle_0004
1832.01.08_TheExaminer_0013,1832.01.02_CaledonianMercury_0004
1832.01.08_TheExaminer_0015,1832.01.03_TheBristolMercury_0002
1832.01.08_TheExaminer_0016,1832.01.04_TheDerbyMercury_0001
1832.01.09_CaledonianMercury_0001,1832.01.02_HampshireTelegraphandSussexChronicleetc_0001
1832.01.09_CaledonianMercury_0002,1832.01.06_TheMorningChronicle_0001
1832.01.09_CaledonianMercury_0004,1832.01.04_TheMorningChronicle_0001
1832.01.09_Freeman'sJournalandDailyCommercialAdvertiser_0002,1832.01.07_TheMorningChronicle_0001
1832.01.09_HampshireTelegraphandSussexChronicleetc_0001,1832.01.05_CaledonianMercury_0004
1832.01.09_HampshireTelegraphandSussexChronicleetc_0002,1832.01.07_CaledonianMercury_0002
1832.01.10_NorthWalesChronicle_0002,1832.01.07_PrestonChronicle_0001
1832.01.10_NorthWalesChronicle_0004,1832.01.07_CaledonianMercury_0004
1832.01.10_TheBelfastNews-Letter_0001,1832.01.07_CaledonianMercury_0003
1832.01.10_TheHullPacketandHumberMercury_0001,1832.01.07_PrestonChronicle_0001
1832.01.10_TheHullPacketandHumberMercury_0002,1832.01.02_CaledonianMercury_0004
1832.01.10_TheHullPacketandHumberMercury_0004,1832.01.03_TheMorningChronicle_0003
1832.01.10_TheMorningChronicle_0001,1832.01.07_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.01.11_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.01.07_TheMorningChronicle_0003
1832.01.11_TheAberdeenJournal_0002,1832.01.07_TheNewcastleCourantetc_0004
1832.01.11_TheAberdeenJournal_0004,1832.01.05_CaledonianMercury_0002
1832.01.11_TheDerbyMercury_0001,1832.01.08_TheExaminer_0016
1832.01.11_TheDerbyMercury_0002,1832.01.09_TheMorningChronicle_0003
1832.01.11_TheDerbyMercury_0004,1832.01.03_TheBristolMercury_0003
1832.01.11_TheMorningChronicle_0002,1832.01.10_TheHullPacketandHumberMercury_0002
1832.01.12_CaledonianMercury_0002,1832.01.11_TheDerbyMercury_0002
1832.01.12_CaledonianMercury_0004,1832.01.08_TheExaminer_0012
1832.01.12_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.01.07_CaledonianMercury_0002
1832.01.12_TheMorningChronicle_0004,1832.01.09_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.01.13_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.01.10_TheMorningChronicle_0003
1832.01.13_LiverpoolMercuryetc_0002,1832.01.12_CaledonianMercury_0002
1832.01.13_LiverpoolMercuryetc_0005,1832.01.07_PrestonChronicle_0001
1832.01.13_LiverpoolMercuryetc_0007,1832.01.03_TheBristolMercury_0002
1832.01.13_TheBelfastNews-Letter_0002,1832.01.11_Freeman'sJournalandDailyCommercialAdvertiser_0002
1832.01.13_TheBelfastNews-Letter_0004,1832.01.07_ThePoorMan'sGuardian_0005
1832.01.14_CaledonianMercury_0002,1832.01.12_TheMorningChronicle_0004
1832.01.14_CaledonianMercury_0004,1832.01.09_TheMorningChronicle_0002
1832.01.14_Freeman'sJournalandDailyCommercialAdvertiser_0002,1832.01.12_TheMorningChronicle_0001
1832.01.14_PrestonChronicle_0001,1832.01.13_LiverpoolMercuryetc_0005
1832.01.14_PrestonChronicle_0002,1832.01.11_TheMorningChronicle_0002
1832.01.14_PrestonChronicle_0003,1832.01.13_LiverpoolMercuryetc_0007
1832.01.14_PrestonChronicle_0004,1832.01.09_TheMorningChronicle_0003
1832.01.14_TheManchesterTimesandGazette_0001,1832.01.11_TheDerbyMercury_0004
1832.01.14_TheManchesterTimesandGazette_0002,1832.01.13_LiverpoolMercuryetc_0002
1832.01.14_TheMorningChronicle_0001,1832.01.11_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.01.14_TheNewcastleCourantetc_0002,1832.01.09_CaledonianMercury_0002
1832.01.15_TheExaminer_0001,1832.01.07_TheMorningChronicle_0002
1832.01.15_TheExaminer_0012,1832.01.12_TheMorningChronicle_0004
1832.01.16_CaledonianMercury_0002,1832.01.11_TheMorningChronicle_0001
1832.01.16_HampshireTelegraphandSussexChronicleetc_0002,1832.01.13_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.01.16_HampshireTelegraphandSussexChronicleetc_0004,1832.01.15_TheExaminer_0009
1832.01.16_TheMorningChronicle_0002,1832.01.14_TheLeedsMercury_0003
1832.01.17_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.01.16_HampshireTelegraphandSussexChronicleetc_0004
1832.01.17_NorthWalesChronicle_0001,1832.01.07_PrestonChronicle_0001
1832.01.17_TheBelfastNews-Letter_0001,1832.01.14_TheMorningChronicle_0001
1832.01.17_TheBristolMercury_0002,1832.01.11_TheMorningChronicle_0003
1832.01.17_TheHullPacketandHumberMercury_0001,1832.01.07_PrestonChronicle_0001
1832.01.17_TheHullPacketandHumberMercury_0002,1832.01.12_TheMorningChronicle_0004
1832.01.18_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.01.16_TheMorningChronicle_0003
1832.01.18_TheDerbyMercury_0001,1832.01.16_HampshireTelegraphandSussexChronicleetc_0004
1832.01.18_TheDerbyMercury_0002,1832.01.17_TheBristolMercury_0003
