1806.03.03_HampshireTelegraphandSussexChronicleetc_0002,1806.03.01_CaledonianMercury_0002
1806.03.05_TheAberdeenJournal_0001,1806.03.01_CaledonianMercury_0004
1806.03.05_TheAberdeenJournal_0002,1806.03.01_CaledonianMercury_0003
1806.03.06_CaledonianMercury_0002,1806.03.01_TheMorningChronicle_0002
1806.03.06_Trewman'sExeterFlyingPost_0002,1806.03.01_TheMorningChronicle_0001
1806.03.06_Trewman'sExeterFlyingPost_0003,1806.03.01_TheIpswichJournal_0004
1806.03.08_Jackson'sOxfordJournal_0001,1806.03.06_CaledonianMercury_0003
1806.03.08_Jackson'sOxfordJournal_0002,1806.03.05_TheMorningChronicle_0003
1806.03.08_Jackson'sOxfordJournal_0004,1806.03.06_CaledonianMercury_0002
1806.03.08_TheNewcastleCourantetc_0002,1806.03.06_CaledonianMercury_0002
1806.03.10_CaledonianMercury_0002,1806.03.08_Cobbett'sWeeklyPoliticalRegister_0014
1806.03.10_HampshireTelegraphandSussexChronicleetc_0004,1806.03.08_CaledonianMercury_0002
1806.03.12_TheAberdeenJournal_0002,1806.03.01_TheNewcastleCourantetc_0002
1806.03.12_TheAberdeenJournal_0003,1806.03.06_CaledonianMercury_0003
1806.03.13_TheDerbyMercury_0004,1806.03.06_Trewman'sExeterFlyingPost_0003
1806.03.13_Trewman'sExeterFlyingPost_0003,1806.03.08_TheNewcastleCourantetc_0003
1806.03.15_Jackson'sOxfordJournal_0004,1806.03.13_CaledonianMercury_0002
1806.03.15_TheIpswichJournal_0004,1806.03.13_Trewman'sExeterFlyingPost_0003
1806.03.15_TheNewcastleCourantetc_0002,1806.03.13_CaledonianMercury_0001
1806.03.19_TheAberdeenJournal_0001,1806.03.13_CaledonianMercury_0003
1806.03.19_TheAberdeenJournal_0002,1806.03.10_CaledonianMercury_0001
1806.03.19_TheAberdeenJournal_0003,1806.03.13_CaledonianMercury_0002
1806.03.20_TheDerbyMercury_0004,1806.03.15_Jackson'sOxfordJournal_0004
1806.03.20_Trewman'sExeterFlyingPost_0003,1806.03.15_TheIpswichJournal_0004
1806.03.22_Cobbett'sWeeklyPoliticalRegister_0020,1806.03.15_CaledonianMercury_0003
1806.03.22_Cobbett'sWeeklyPoliticalRegister_0021,1806.03.15_CaledonianMercury_0003
1806.03.22_Cobbett'sWeeklyPoliticalRegister_0027,1806.03.17_CaledonianMercury_0003
1806.03.22_Cobbett'sWeeklyPoliticalRegister_0028,1806.03.15_Jackson'sOxfordJournal_0003
1806.03.22_TheIpswichJournal_0004,1806.03.20_Trewman'sExeterFlyingPost_0003
1806.03.22_TheNewcastleCourantetc_0002,1806.03.15_Jackson'sOxfordJournal_0003
1806.03.24_CaledonianMercury_0001,1806.03.19_TheAberdeenJournal_0002
1806.03.24_HampshireTelegraphandSussexChronicleetc_0001,1806.03.10_CaledonianMercury_0001
1806.03.26_TheAberdeenJournal_0002,1806.03.10_CaledonianMercury_0004
1806.03.27_CaledonianMercury_0002,1806.03.25_TheMorningChronicle_0002
1806.03.27_TheDerbyMercury_0001,1806.03.22_Jackson'sOxfordJournal_0001
1806.03.27_Trewman'sExeterFlyingPost_0002,1806.03.22_Jackson'sOxfordJournal_0002
1806.03.27_Trewman'sExeterFlyingPost_0003,1806.03.15_TheIpswichJournal_0004
1806.03.29_Cobbett'sWeeklyPoliticalRegister_0014,1806.03.22_CaledonianMercury_0002
1806.03.29_Jackson'sOxfordJournal_0001,1806.03.27_CaledonianMercury_0002
1806.03.29_Jackson'sOxfordJournal_0004,1806.03.27_Trewman'sExeterFlyingPost_0002
1806.03.29_TheIpswichJournal_0004,1806.03.27_CaledonianMercury_0002
1806.03.29_TheNewcastleCourantetc_0002,1806.03.27_CaledonianMercury_0002
1806.03.29_TheNewcastleCourantetc_0003,1806.03.10_CaledonianMercury_0001
1806.03.31_HampshireTelegraphandSussexChronicleetc_0004,1806.03.27_CaledonianMercury_0002
1806.04.02_TheAberdeenJournal_0002,1806.03.27_CaledonianMercury_0002
1806.04.02_TheAberdeenJournal_0003,1806.03.27_CaledonianMercury_0002
1806.04.03_TheDerbyMercury_0001,1806.03.29_Jackson'sOxfordJournal_0004
1806.04.03_Trewman'sExeterFlyingPost_0001,1806.03.29_Jackson'sOxfordJournal_0004
1806.04.03_Trewman'sExeterFlyingPost_0003,1806.03.29_Jackson'sOxfordJournal_0004
1806.04.03_Trewman'sExeterFlyingPost_0004,1806.03.31_CaledonianMercury_0002
1806.04.05_Jackson'sOxfordJournal_0004,1806.03.20_Trewman'sExeterFlyingPost_0003
1806.04.07_HampshireTelegraphandSussexChronicleetc_0004,1806.03.27_Trewman'sExeterFlyingPost_0003
1806.04.09_TheAberdeenJournal_0002,1806.03.29_CaledonianMercury_0004
1806.04.10_CaledonianMercury_0001,1806.03.27_Trewman'sExeterFlyingPost_0002
1806.04.10_TheDerbyMercury_0001,1806.03.06_Trewman'sExeterFlyingPost_0003
1806.04.10_TheDerbyMercury_0004,1806.03.08_Jackson'sOxfordJournal_0001
1806.04.10_Trewman'sExeterFlyingPost_0002,1806.03.29_Jackson'sOxfordJournal_0004
1806.04.12_CaledonianMercury_0001,1806.03.27_Trewman'sExeterFlyingPost_0002
1806.04.12_CaledonianMercury_0004,1806.03.26_TheAberdeenJournal_0002
1806.04.12_Jackson'sOxfordJournal_0001,1806.03.20_Trewman'sExeterFlyingPost_0003
1806.04.12_TheNewcastleCourantetc_0002,1806.03.22_Jackson'sOxfordJournal_0002
1806.04.16_TheAberdeenJournal_0002,1806.03.10_CaledonianMercury_0004
1806.04.17_CaledonianMercury_0001,1806.03.29_Jackson'sOxfordJournal_0004
1806.04.19_CaledonianMercury_0004,1806.03.26_TheAberdeenJournal_0002
1806.04.19_Cobbett'sWeeklyPoliticalRegister_0032,1806.03.22_CaledonianMercury_0002
1806.04.19_TheIpswichJournal_0001,1806.03.22_Jackson'sOxfordJournal_0002
1806.04.23_TheAberdeenJournal_0002,1806.03.17_CaledonianMercury_0004
1806.04.24_TheDerbyMercury_0004,1806.03.06_Trewman'sExeterFlyingPost_0003
1806.04.24_Trewman'sExeterFlyingPost_0002,1806.03.29_CaledonianMercury_0002
