RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE
RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE
RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE
1883	12	02	Lloyd'sWeeklyNewspaper	0001	1883	12	01	TheLeedsMercury	S0003
1883	12	02	Lloyd'sWeeklyNewspaper	0002	1883	12	01	BirminghamDailyPost	0008
1883	12	02	Lloyd'sWeeklyNewspaper	0003	1883	12	01	DailyNews	0006
1883	12	02	Lloyd'sWeeklyNewspaper	0004	1883	12	01	BirminghamDailyPost	0008
1883	12	02	Lloyd'sWeeklyNewspaper	0008	1883	12	01	TheIllustratedPoliceNewsetc	0004
1883	12	02	Reynolds'sNewspaper	0001	1883	12	01	TheBristolMercuryandDailyPost	0008
1883	12	02	Reynolds'sNewspaper	0002	1883	12	01	TheLeedsMercury	S0003
1883	12	02	Reynolds'sNewspaper	0004	1883	12	01	TheEra	0012
1883	12	02	Reynolds'sNewspaper	0005	1883	12	01	Freeman'sJournalandDailyCommercialAdvertiser	0006
1883	12	02	Reynolds'sNewspaper	0006	1883	12	01	DailyNews	0007
1883	12	02	Reynolds'sNewspaper	0008	1883	12	01	ThePallMallGazette	0009
1883	12	03	AberdeenWeeklyJournal	0004	1883	12	01	BirminghamDailyPost	0006
1883	12	03	BirminghamDailyPost	0005	1883	12	02	Lloyd'sWeeklyNewspaper	0001
1883	12	03	BirminghamDailyPost	0008	1883	12	02	Lloyd'sWeeklyNewspaper	0007
1883	12	03	DailyNews	0002	1883	12	02	Lloyd'sWeeklyNewspaper	0012
1883	12	03	DailyNews	0006	1883	12	02	Lloyd'sWeeklyNewspaper	0007
1883	12	03	Freeman'sJournalandDailyCommercialAdvertiser	0005	1883	12	02	Lloyd'sWeeklyNewspaper	0001
1883	12	03	Freeman'sJournalandDailyCommercialAdvertiser	0006	1883	12	02	Reynolds'sNewspaper	0005
1883	12	03	Freeman'sJournalandDailyCommercialAdvertiser	0007	1883	12	01	DailyNews	0005
1883	12	03	GlasgowHerald	0005	1883	12	01	AberdeenWeeklyJournal	0004
1883	12	03	GlasgowHerald	0007	1883	12	02	Lloyd'sWeeklyNewspaper	0001
1883	12	03	LiverpoolMercuryetc	0005	1883	12	02	Lloyd'sWeeklyNewspaper	0007
1883	12	03	LiverpoolMercuryetc	0008	1883	12	01	GlasgowHerald	0007
1883	12	03	NorthernEcho	0002	1883	12	01	BirminghamDailyPost	0006
1883	12	03	NorthernEcho	0003	1883	12	01	DailyNews	0003
1883	12	03	TheBelfastNews-Letter	0008	1883	12	01	ThePallMallGazette	0008
1883	12	03	TheLeedsMercury	0002	1883	12	01	DailyNews	0007
1883	12	03	TheLeedsMercury	0004	1883	12	02	Lloyd'sWeeklyNewspaper	0001
1883	12	03	TheLeedsMercury	0007	1883	12	02	Lloyd'sWeeklyNewspaper	0007
1883	12	03	TheLeedsMercury	0008	1883	12	02	Lloyd'sWeeklyNewspaper	0001
1883	12	03	ThePallMallGazette	0015	1883	12	01	NorthernEcho	0001
1883	12	03	WesternMail	0003	1883	12	01	DailyNews	0003
1883	12	04	AberdeenWeeklyJournal	0003	1883	12	03	DailyNews	0006
1883	12	04	AberdeenWeeklyJournal	0004	1883	12	03	LiverpoolMercuryetc	0008
1883	12	04	BirminghamDailyPost	0002	1883	12	01	TheIpswichJournal	0002
1883	12	04	BirminghamDailyPost	0006	1883	12	03	AberdeenWeeklyJournal	0004
1883	12	04	BirminghamDailyPost	0008	1883	12	03	ThePallMallGazette	0008
1883	12	04	Freeman'sJournalandDailyCommercialAdvertiser	0002	1883	12	01	TheBristolMercuryandDailyPost	0004
1883	12	04	Freeman'sJournalandDailyCommercialAdvertiser	0003	1883	12	03	AberdeenWeeklyJournal	0004
1883	12	04	Freeman'sJournalandDailyCommercialAdvertiser	0005	1883	12	03	ThePallMallGazette	0008
1883	12	04	Freeman'sJournalandDailyCommercialAdvertiser	0006	1883	12	03	TheLeedsMercury	0007
1883	12	04	Freeman'sJournalandDailyCommercialAdvertiser	0007	1883	12	03	DailyNews	0005
1883	12	04	Freeman'sJournalandDailyCommercialAdvertiser	0008	1883	12	03	TheBelfastNews-Letter	0001
1883	12	04	GlasgowHerald	0005	1883	12	03	ThePallMallGazette	0008
1883	12	04	GlasgowHerald	0007	1883	12	03	LiverpoolMercuryetc	0008
1883	12	04	LiverpoolMercuryetc	0005	1883	12	03	ThePallMallGazette	0008
1883	12	04	LiverpoolMercuryetc	0008	1883	12	03	AberdeenWeeklyJournal	0004
1883	12	04	NorthernEcho	0002	1883	12	03	LiverpoolMercuryetc	0008
1883	12	04	TheBelfastNews-Letter	0002	1883	12	01	TheBristolMercuryandDailyPost	0004
1883	12	04	TheBelfastNews-Letter	0005	1883	12	03	ThePallMallGazette	0008
1883	12	04	TheBelfastNews-Letter	0006	1883	12	03	LiverpoolMercuryetc	0008
1883	12	04	TheBristolMercuryandDailyPost	0003	1883	12	01	LiverpoolMercuryetc	0003
1883	12	04	TheBristolMercuryandDailyPost	0007	1883	12	03	AberdeenWeeklyJournal	0004
1883	12	04	TheLeedsMercury	0003	1883	12	03	LiverpoolMercuryetc	0007
1883	12	04	TheLeedsMercury	0004	1883	12	03	AberdeenWeeklyJournal	0004
1883	12	04	TheLeedsMercury	0005	1883	12	03	ThePallMallGazette	0008
1883	12	04	TheLeedsMercury	0006	1883	12	03	LiverpoolMercuryetc	0008
1883	12	04	TheLeedsMercury	0007	1883	12	03	DailyNews	0007
1883	12	05	AberdeenWeeklyJournal	0001	1883	12	04	NorthernEcho	0001
1883	12	05	AberdeenWeeklyJournal	0003	1883	12	03	LiverpoolMercuryetc	0008
1883	12	05	AberdeenWeeklyJournal	0005	1883	12	04	ThePallMallGazette	0008
1883	12	05	BaneracAmserauCymru	0016	1883	12	01	YGoleuad	0014
1883	12	05	BirminghamDailyPost	0004	1883	12	04	ThePallMallGazette	0006
1883	12	05	BirminghamDailyPost	0005	1883	12	04	ThePallMallGazette	0008
1883	12	05	BirminghamDailyPost	0006	1883	12	04	AberdeenWeeklyJournal	0004
1883	12	05	DailyNews	0006	1883	12	04	ThePallMallGazette	0008
1883	12	05	Freeman'sJournalandDailyCommercialAdvertiser	0003	1883	12	04	ThePallMallGazette	0002
1883	12	05	Freeman'sJournalandDailyCommercialAdvertiser	0006	1883	12	04	ThePallMallGazette	0008
