YEAR	MONTH	DAY	TITLE	PAGE
1824	11	01	MorningChronicle	0003
1824	11	01	HampshireTelegraphandSussexChronicleetc	0002
1824	11	01	MorningChronicle	0002
1824	11	04	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0001
1824	11	03	MorningChronicle	0003
1824	11	05	MorningChronicle	0002
1824	11	05	MorningChronicle	0003
1824	11	03	MorningChronicle	0004
1824	11	05	LiverpoolMercuryetc	0006
1824	11	06	MorningChronicle	0002
1824	11	01	HampshireTelegraphandSussexChronicleetc	0001
1824	11	06	MorningChronicle	0001
1824	11	07	TheExaminer	0002
1824	11	03	TheDerbyMercury	0001
1824	11	08	HampshireTelegraphandSussexChronicleetc	0003
1824	11	06	MorningChronicle	0003
1824	11	01	MorningChronicle	0004
1824	11	08	MorningChronicle	0002
1824	11	07	TheExaminer	0014
1824	11	02	MorningChronicle	0003
1824	11	08	TheBristolMercury	0002
1824	11	11	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0001
1824	11	09	MorningChronicle	0003
1824	11	10	MorningChronicle	0002
1824	11	13	TheLeedsMercury	0003
1824	11	12	MorningChronicle	0003
1824	11	11	MorningChronicle	0002
1824	11	12	MorningChronicle	0002
1824	11	13	MorningChronicle	0002
1824	11	13	TheIpswichJournal	0001
1824	11	14	TheExaminer	0003
1824	11	14	TheExaminer	0004
1824	11	13	TheLeedsMercury	0004
1824	11	14	TheExaminer	0014
1824	11	15	MorningChronicle	0002
1824	11	14	TheExaminer	0008
1824	11	18	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003
1824	11	15	HampshireTelegraphandSussexChronicleetc	0004
1824	11	16	MorningChronicle	0003
1824	11	18	MorningChronicle	0003
1824	11	16	MorningChronicle	0004
1824	11	19	MorningChronicle	0003
1824	11	20	MorningChronicle	0002
1824	11	20	TheLeedsMercury	0003
1824	11	21	TheExaminer	0008
1824	11	16	MorningChronicle	0002
1824	11	19	MorningChronicle	0002
1824	11	19	MorningChronicle	0004
1824	11	22	TheBristolMercury	0002
1824	11	25	MorningChronicle	0002
1824	11	17	TheDerbyMercury	0003
1824	11	24	TheDerbyMercury	0002
1824	11	20	Cobbett'sWeeklyPoliticalRegister	0006
1824	11	27	MorningChronicle	0003
1824	11	27	TheIpswichJournal	0002
1824	11	20	MorningChronicle	0003
1824	11	27	MorningChronicle	0001
1824	11	27	MorningChronicle	0002
1824	11	19	LiverpoolMercuryetc	0005
1824	11	20	TheLeedsMercury	0001
1824	11	30	MorningChronicle	0002
1824	11	30	MorningChronicle	0004
1824	11	29	HampshireTelegraphandSussexChronicleetc	0001
1824	11	06	TheLeedsMercury	0001
1824	11	03	MorningChronicle	0001
1824	11	27	TheLeedsMercury	0001
1824	11	20	TheIpswichJournal	0003
1824	11	06	TheLeedsMercury	0004
1824	11	06	Cobbett'sWeeklyPoliticalRegister	0030
1824	11	20	Cobbett'sWeeklyPoliticalRegister	0030
1824	11	27	Cobbett'sWeeklyPoliticalRegister	0030
