YEAR	MONTH	DAY	TITLE	PAGE
1821	03	01	CaledonianMercury	0002
1821	03	02	GlasgowHerald	0001
1821	03	01	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003
1821	03	01	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0001
1821	03	03	CaledonianMercury	0003
1821	03	05	GlasgowHerald	0004
1821	03	07	Freeman'sJournalandDailyCommercialAdvertiser	0003
1821	03	07	Freeman'sJournalandDailyCommercialAdvertiser	0004
1821	03	05	CaledonianMercury	0003
1821	03	08	CaledonianMercury	0003
1821	03	09	GlasgowHerald	0004
1821	03	06	Freeman'sJournalandDailyCommercialAdvertiser	0002
1821	03	10	TheIpswichJournal	0002
1821	03	03	TheIpswichJournal	0004
1821	03	10	CaledonianMercury	0004
1821	03	08	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0004
1821	03	10	Jackson'sOxfordJournal	0002
1821	03	12	GlasgowHerald	0001
1821	03	15	CaledonianMercury	0003
1821	03	15	CaledonianMercury	0002
1821	03	10	TheIpswichJournal	0003
1821	03	17	CaledonianMercury	0002
1821	03	17	Jackson'sOxfordJournal	0002
1821	03	17	TheIpswichJournal	0004
1821	03	14	Freeman'sJournalandDailyCommercialAdvertiser	0004
1821	03	16	GlasgowHerald	0004
1821	03	24	CaledonianMercury	0002
1821	03	24	CaledonianMercury	0003
1821	03	24	TheLeedsMercury	0002
1821	03	25	TheExaminer	0008
1821	03	29	CaledonianMercury	0002
1821	03	29	Freeman'sJournalandDailyCommercialAdvertiser	0003
1821	03	30	Freeman'sJournalandDailyCommercialAdvertiser	0004
1821	03	29	CaledonianMercury	0003
1821	03	30	LiverpoolMercuryetc	0005
1821	03	30	LiverpoolMercuryetc	0002
1821	03	29	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0004
1821	03	31	TheLeedsMercury	0003
1821	03	28	Freeman'sJournalandDailyCommercialAdvertiser	0004
1821	03	31	CaledonianMercury	0002
1821	03	26	CaledonianMercury	0004
1821	03	24	CaledonianMercury	0004
1821	03	30	LiverpoolMercuryetc	0007
1821	03	31	Jackson'sOxfordJournal	0002
1821	03	10	CaledonianMercury	0001
1821	03	24	TheLeedsMercury	0004
