YEAR	MONTH	DAY	TITLE	PAGE
1800	07	01	TheHullPacket	0001
1800	07	03	TheDerbyMercury	0003
1800	07	05	Jackson'sOxfordJournal	0002
1800	07	05	CaledonianMercury	0002
1800	07	03	CaledonianMercury	0002
1800	07	03	Trewman'sExeterFlyingPost	0004
1800	07	10	TheDerbyMercury	0004
1800	07	10	TheDerbyMercury	0002
1800	07	01	TheHullPacket	0004
1800	07	12	TheIpswichJournal	0002
1800	07	12	CaledonianMercury	0002
1800	07	05	CaledonianMercury	0003
1800	07	05	TheIpswichJournal	0002
1800	07	10	CaledonianMercury	0003
1800	07	12	Jackson'sOxfordJournal	0003
1800	07	14	PortsmouthTelegraphorMottley'sNavalandMilitaryJournal	0003
1800	07	17	Trewman'sExeterFlyingPost	0003
1800	07	10	TheDerbyMercury	0001
1800	07	14	PortsmouthTelegraphorMottley'sNavalandMilitaryJournal	0001
1800	07	19	Jackson'sOxfordJournal	0002
1800	07	07	PortsmouthTelegraphorMottley'sNavalandMilitaryJournal	0002
1800	07	17	CaledonianMercury	0004
1800	07	19	TheIpswichJournal	0003
1800	07	24	CaledonianMercury	0002
1800	07	26	Jackson'sOxfordJournal	0002
1800	07	26	CaledonianMercury	0002
1800	07	21	CaledonianMercury	0002
1800	07	31	CaledonianMercury	0002
1800	07	31	TheDerbyMercury	0004
1800	07	28	CaledonianMercury	0003
1800	07	31	CaledonianMercury	0003
1800	07	31	Trewman'sExeterFlyingPost	0003
1800	07	14	CaledonianMercury	0004
1800	07	14	TheAberdeenJournal	0003
