274	412	418	1827	1	1	TheBristolMercury	1	1827	1	1	HampshireTelegraphandSussexChronicleetc	2
359	538	552	1827	1	1	TheBristolMercury	4	1827	1	1	HampshireTelegraphandSussexChronicleetc	2
425	668	663	1827	1	1	TheMorningChronicle	4	1827	1	1	GlasgowHerald	2
235	334	340	1827	1	3	TheDerbyMercury	1	1827	1	1	TheBristolMercury	1
232	394	390	1827	1	3	TheDerbyMercury	4	1827	1	1	CaledonianMercury	2
225	354	336	1827	1	3	TheDerbyMercury	4	1827	1	2	TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser	1
272	461	445	1827	1	4	CaledonianMercury	2	1827	1	1	TheMorningChronicle	1
262	373	378	1827	1	4	CaledonianMercury	2	1827	1	3	TheDerbyMercury	4
610	921	922	1827	1	4	TheMorningChronicle	4	1827	1	1	TheBristolMercury	3
416	529	528	1827	1	4	TheMorningChronicle	4	1827	1	2	TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser	4
787	1017	1040	1827	1	5	GlasgowHerald	1	1827	1	2	TheMorningChronicle	1
539	830	847	1827	1	5	GlasgowHerald	1	1827	1	4	CaledonianMercury	2
391	532	547	1827	1	5	GlasgowHerald	1	1827	1	4	CaledonianMercury	3
468	601	583	1827	1	5	GlasgowHerald	2	1827	1	3	TheMorningChronicle	2
230	283	282	1827	1	5	GlasgowHerald	2	1827	1	4	CaledonianMercury	3
239	311	301	1827	1	5	GlasgowHerald	3	1827	1	1	GlasgowHerald	1
773	1066	1046	1827	1	5	GlasgowHerald	3	1827	1	1	GlasgowHerald	3
415	622	597	1827	1	6	CaledonianMercury	2	1827	1	2	TheMorningChronicle	3
852	1268	1218	1827	1	6	CaledonianMercury	2	1827	1	3	TheMorningChronicle	2
459	734	729	1827	1	6	CaledonianMercury	2	1827	1	3	TheMorningChronicle	3
313	449	453	1827	1	6	CaledonianMercury	2	1827	1	3	TheMorningChronicle	4
969	1556	1536	1827	1	6	CaledonianMercury	4	1827	1	2	TheMorningChronicle	1
244	396	385	1827	1	6	CaledonianMercury	4	1827	1	2	TheMorningChronicle	2
226	347	330	1827	1	6	CaledonianMercury	4	1827	1	5	GlasgowHerald	1
337	484	483	1827	1	6	TheIpswichJournal	1	1827	1	2	TheMorningChronicle	3
500	578	621	1827	1	6	TheIpswichJournal	1	1827	1	6	CaledonianMercury	2
1033	1518	1504	1827	1	6	TheIpswichJournal	2	1827	1	2	TheMorningChronicle	1
664	920	891	1827	1	6	TheIpswichJournal	2	1827	1	5	GlasgowHerald	1
226	318	318	1827	1	6	TheIpswichJournal	2	1827	1	5	TheMorningChronicle	2
375	545	530	1827	1	6	TheIpswichJournal	2	1827	1	5	TheMorningChronicle	4
264	409	424	1827	1	6	TheIpswichJournal	2	1827	1	6	CaledonianMercury	4
208	271	278	1827	1	6	TheIpswichJournal	4	1827	1	3	TheDerbyMercury	1
381	521	530	1827	1	6	TheIpswichJournal	4	1827	1	4	CaledonianMercury	4
383	480	461	1827	1	6	TheIpswichJournal	4	1827	1	5	GlasgowHerald	1
251	423	415	1827	1	6	TheIpswichJournal	4	1827	1	5	LiverpoolMercuryetc	7
245	394	400	1827	1	6	TheNewcastleCourantetc	2	1827	1	6	TheIpswichJournal	4
409	505	501	1827	1	7	TheExaminer	1	1827	1	5	GlasgowHerald	2
293	334	352	1827	1	7	TheExaminer	1	1827	1	6	CaledonianMercury	2
646	833	848	1827	1	7	TheExaminer	5	1827	1	1	TheMorningChronicle	2
447	547	550	1827	1	7	TheExaminer	6	1827	1	2	TheMorningChronicle	1
256	313	312	1827	1	7	TheExaminer	6	1827	1	5	GlasgowHerald	1
237	321	325	1827	1	7	TheExaminer	6	1827	1	6	TheIpswichJournal	2
302	412	416	1827	1	7	TheExaminer	7	1827	1	2	TheMorningChronicle	2
440	508	517	1827	1	7	TheExaminer	11	1827	1	1	TheMorningChronicle	3
265	358	356	1827	1	7	TheExaminer	11	1827	1	1	TheMorningChronicle	4
556	728	745	1827	1	7	TheExaminer	12	1827	1	3	TheMorningChronicle	4
303	382	400	1827	1	7	TheExaminer	12	1827	1	6	CaledonianMercury	2
438	589	596	1827	1	7	TheExaminer	13	1827	1	5	TheMorningChronicle	4
245	398	394	1827	1	8	CaledonianMercury	1	1827	1	6	CaledonianMercury	1
229	368	365	1827	1	8	CaledonianMercury	2	1827	1	5	TheMorningChronicle	3
323	493	495	1827	1	8	CaledonianMercury	2	1827	1	5	TheMorningChronicle	4
641	823	832	1827	1	8	CaledonianMercury	2	1827	1	6	TheIpswichJournal	2
220	358	349	1827	1	8	CaledonianMercury	2	1827	1	6	TheIpswichJournal	4
556	879	863	1827	1	8	CaledonianMercury	4	1827	1	6	TheIpswichJournal	4
490	619	626	1827	1	8	GlasgowHerald	1	1827	1	1	GlasgowHerald	1
242	318	321	1827	1	8	GlasgowHerald	1	1827	1	5	GlasgowHerald	3
279	435	425	1827	1	8	GlasgowHerald	1	1827	1	5	TheMorningChronicle	4
204	284	302	1827	1	8	GlasgowHerald	1	1827	1	6	CaledonianMercury	2
671	868	872	1827	1	8	GlasgowHerald	1	1827	1	6	TheIpswichJournal	2
873	1194	1161	1827	1	8	GlasgowHerald	1	1827	1	6	TheIpswichJournal	4
788	1103	1098	1827	1	8	GlasgowHerald	1	1827	1	8	CaledonianMercury	2
290	381	382	1827	1	8	GlasgowHerald	1	1827	1	8	CaledonianMercury	3
214	312	321	1827	1	8	GlasgowHerald	2	1827	1	6	CaledonianMercury	2
299	389	381	1827	1	8	GlasgowHerald	2	1827	1	6	TheMorningChronicle	4
272	349	338	1827	1	8	GlasgowHerald	3	1827	1	1	GlasgowHerald	1
522	714	723	1827	1	8	GlasgowHerald	3	1827	1	1	GlasgowHerald	3
366	477	498	1827	1	8	GlasgowHerald	3	1827	1	5	GlasgowHerald	2
947	1296	1287	1827	1	8	GlasgowHerald	3	1827	1	5	GlasgowHerald	3
356	534	503	1827	1	8	HampshireTelegraphandSussexChronicleetc	2	1827	1	5	GlasgowHerald	2
252	353	338	1827	1	8	HampshireTelegraphandSussexChronicleetc	2	1827	1	6	TheIpswichJournal	4
308	474	436	1827	1	8	HampshireTelegraphandSussexChronicleetc	2	1827	1	7	TheExaminer	1
954	1255	1260	1827	1	8	TheBristolMercury	1	1827	1	2	TheMorningChronicle	1
827	1073	1039	1827	1	8	TheBristolMercury	1	1827	1	5	GlasgowHerald	1
284	427	439	1827	1	8	TheBristolMercury	1	1827	1	6	CaledonianMercury	4
826	1143	1151	1827	1	8	TheBristolMercury	1	1827	1	6	TheIpswichJournal	2
243	309	309	1827	1	8	TheBristolMercury	1	1827	1	7	TheExaminer	6
452	783	775	1827	1	8	TheBristolMercury	4	1827	1	3	TheMorningChronicle	4
335	510	500	1827	1	8	TheBristolMercury	4	1827	1	7	TheExaminer	12
215	310	328	1827	1	8	TheBristolMercury	4	1827	1	8	HampshireTelegraphandSussexChronicleetc	2
414	558	557	1827	1	8	TheMorningChronicle	4	1827	1	1	CaledonianMercury	2
633	1012	999	1827	1	9	TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser	1	1827	1	2	TheMorningChronicle	1
443	673	646	1827	1	9	TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser	1	1827	1	5	GlasgowHerald	1
678	1050	1072	1827	1	9	TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser	1	1827	1	6	TheIpswichJournal	2
355	561	536	1827	1	9	TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser	1	1827	1	6	TheIpswichJournal	4
245	386	401	1827	1	9	TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser	1	1827	1	8	CaledonianMercury	2
