230	397	405	I:\BL_TXTS\1810s\1813\1813.01.02_TheIpswichJournal_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.01_LiverpoolMercuryetc_0003.txt
281	469	472	I:\BL_TXTS\1810s\1813\1813.01.07_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003.txt	I:\BL_TXTS\1810s\1813\1813.01.01_LiverpoolMercuryetc_0004.txt
274	428	432	I:\BL_TXTS\1810s\1813\1813.01.08_LiverpoolMercuryetc_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.01_LiverpoolMercuryetc_0004.txt
337	501	521	I:\BL_TXTS\1810s\1813\1813.01.15_LiverpoolMercuryetc_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.01_LiverpoolMercuryetc_0004.txt
235	352	362	I:\BL_TXTS\1810s\1813\1813.01.07_TheDerbyMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.01_LiverpoolMercuryetc_0005.txt
238	330	335	I:\BL_TXTS\1810s\1813\1813.01.08_LiverpoolMercuryetc_0001.txt	I:\BL_TXTS\1810s\1813\1813.01.01_LiverpoolMercuryetc_0005.txt
341	513	533	I:\BL_TXTS\1810s\1813\1813.01.08_LiverpoolMercuryetc_0005.txt	I:\BL_TXTS\1810s\1813\1813.01.01_LiverpoolMercuryetc_0005.txt
319	530	513	I:\BL_TXTS\1810s\1813\1813.01.09_TheIpswichJournal_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.01_TheMorningChronicle_0003.txt
282	432	408	I:\BL_TXTS\1810s\1813\1813.01.11_CaledonianMercury_0003.txt	I:\BL_TXTS\1810s\1813\1813.01.01_TheMorningChronicle_0003.txt
389	586	617	I:\BL_TXTS\1810s\1813\1813.01.02_TheIpswichJournal_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.02_CaledonianMercury_0002.txt
207	319	336	I:\BL_TXTS\1810s\1813\1813.01.03_TheExaminer_0005.txt	I:\BL_TXTS\1810s\1813\1813.01.02_CaledonianMercury_0002.txt
206	325	336	I:\BL_TXTS\1810s\1813\1813.01.04_HampshireTelegraphandSussexChronicleetc_0002.txt	I:\BL_TXTS\1810s\1813\1813.01.02_CaledonianMercury_0002.txt
270	459	465	I:\BL_TXTS\1810s\1813\1813.01.06_TheAberdeenJournal_0002.txt	I:\BL_TXTS\1810s\1813\1813.01.02_CaledonianMercury_0002.txt
402	586	615	I:\BL_TXTS\1810s\1813\1813.01.07_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002.txt	I:\BL_TXTS\1810s\1813\1813.01.02_CaledonianMercury_0002.txt
369	532	547	I:\BL_TXTS\1810s\1813\1813.01.08_LiverpoolMercuryetc_0003.txt	I:\BL_TXTS\1810s\1813\1813.01.02_CaledonianMercury_0002.txt
408	588	583	I:\BL_TXTS\1810s\1813\1813.01.07_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.02_CaledonianMercury_0004.txt
653	986	1011	I:\BL_TXTS\1810s\1813\1813.01.09_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.02_CaledonianMercury_0004.txt
581	846	854	I:\BL_TXTS\1810s\1813\1813.01.16_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.02_CaledonianMercury_0004.txt
218	298	306	I:\BL_TXTS\1810s\1813\1813.01.23_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.02_CaledonianMercury_0004.txt
245	330	340	I:\BL_TXTS\1810s\1813\1813.02.22_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.02_CaledonianMercury_0004.txt
348	509	522	I:\BL_TXTS\1810s\1813\1813.03.01_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.02_CaledonianMercury_0004.txt
309	543	547	I:\BL_TXTS\1810s\1814\1814.01.22_Jackson'sOxfordJournal_0003.txt	I:\BL_TXTS\1810s\1813\1813.01.02_Jackson'sOxfordJournal_0001.txt
1086	1693	1679	I:\BL_TXTS\1810s\1813\1813.01.09_TheIpswichJournal_0001.txt	I:\BL_TXTS\1810s\1813\1813.01.02_TheIpswichJournal_0003.txt
356	540	554	I:\BL_TXTS\1810s\1813\1813.01.09_TheIpswichJournal_0003.txt	I:\BL_TXTS\1810s\1813\1813.01.02_TheIpswichJournal_0003.txt
281	450	455	I:\BL_TXTS\1810s\1813\1813.01.16_TheIpswichJournal_0001.txt	I:\BL_TXTS\1810s\1813\1813.01.02_TheIpswichJournal_0003.txt
210	346	355	I:\BL_TXTS\1810s\1813\1813.01.23_TheIpswichJournal_0003.txt	I:\BL_TXTS\1810s\1813\1813.01.02_TheIpswichJournal_0003.txt
267	417	439	I:\BL_TXTS\1810s\1813\1813.01.03_TheExaminer_0005.txt	I:\BL_TXTS\1810s\1813\1813.01.02_TheMorningChronicle_0003.txt
959	1364	1317	I:\BL_TXTS\1810s\1813\1813.01.07_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0001.txt
326	509	524	I:\BL_TXTS\1810s\1813\1813.01.11_CaledonianMercury_0001.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0001.txt
847	1095	1122	I:\BL_TXTS\1810s\1813\1813.01.13_TheAberdeenJournal_0002.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0002.txt
212	327	321	I:\BL_TXTS\1810s\1813\1813.01.07_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
577	882	865	I:\BL_TXTS\1810s\1813\1813.01.13_TheAberdeenJournal_0002.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
573	882	888	I:\BL_TXTS\1810s\1813\1813.01.18_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
229	295	307	I:\BL_TXTS\1810s\1813\1813.01.25_CaledonianMercury_0003.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
659	930	946	I:\BL_TXTS\1810s\1813\1813.01.25_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
329	496	495	I:\BL_TXTS\1810s\1813\1813.02.01_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
239	325	327	I:\BL_TXTS\1810s\1813\1813.02.08_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
303	408	417	I:\BL_TXTS\1810s\1813\1813.02.22_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
292	427	433	I:\BL_TXTS\1810s\1813\1813.03.01_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
357	531	531	I:\BL_TXTS\1810s\1813\1813.03.08_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
337	519	510	I:\BL_TXTS\1810s\1813\1813.03.15_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
263	416	415	I:\BL_TXTS\1810s\1813\1813.03.18_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
258	359	364	I:\BL_TXTS\1810s\1813\1813.03.20_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
266	388	382	I:\BL_TXTS\1810s\1813\1813.03.22_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
216	346	349	I:\BL_TXTS\1810s\1813\1813.03.25_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
226	330	334	I:\BL_TXTS\1810s\1813\1813.03.29_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
201	291	288	I:\BL_TXTS\1810s\1813\1813.05.03_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.04_CaledonianMercury_0004.txt
579	859	852	I:\BL_TXTS\1810s\1813\1813.01.07_CaledonianMercury_0002.txt	I:\BL_TXTS\1810s\1813\1813.01.04_TheMorningChronicle_0002.txt
546	876	879	I:\BL_TXTS\1810s\1813\1813.01.13_TheAberdeenJournal_0001.txt	I:\BL_TXTS\1810s\1813\1813.01.06_TheAberdeenJournal_0001.txt
476	706	703	I:\BL_TXTS\1810s\1813\1813.01.20_TheAberdeenJournal_0001.txt	I:\BL_TXTS\1810s\1813\1813.01.06_TheAberdeenJournal_0001.txt
263	375	390	I:\BL_TXTS\1810s\1813\1813.02.10_TheAberdeenJournal_0002.txt	I:\BL_TXTS\1810s\1813\1813.01.06_TheAberdeenJournal_0001.txt
278	449	468	I:\BL_TXTS\1810s\1813\1813.01.07_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002.txt	I:\BL_TXTS\1810s\1813\1813.01.06_TheAberdeenJournal_0002.txt
269	434	436	I:\BL_TXTS\1810s\1813\1813.01.20_TheAberdeenJournal_0002.txt	I:\BL_TXTS\1810s\1813\1813.01.06_TheAberdeenJournal_0002.txt
215	348	346	I:\BL_TXTS\1810s\1813\1813.02.17_TheAberdeenJournal_0002.txt	I:\BL_TXTS\1810s\1813\1813.01.06_TheAberdeenJournal_0002.txt
265	434	425	I:\BL_TXTS\1810s\1813\1813.01.13_TheAberdeenJournal_0001.txt	I:\BL_TXTS\1810s\1813\1813.01.06_TheAberdeenJournal_0004.txt
430	625	620	I:\BL_TXTS\1810s\1813\1813.01.09_CaledonianMercury_0002.txt	I:\BL_TXTS\1810s\1813\1813.01.06_TheMorningChronicle_0002.txt
689	1082	1102	"I:\BL_TXTS\1810s\1813\1813.01.12_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0004.txt"	I:\BL_TXTS\1810s\1813\1813.01.06_TheMorningChronicle_0002.txt
396	504	521	I:\BL_TXTS\1810s\1813\1813.01.15_LiverpoolMercuryetc_0003.txt	I:\BL_TXTS\1810s\1813\1813.01.06_TheMorningChronicle_0002.txt
203	284	295	I:\BL_TXTS\1810s\1813\1813.03.08_CaledonianMercury_0001.txt	I:\BL_TXTS\1810s\1813\1813.01.07_CaledonianMercury_0001.txt
230	322	336	I:\BL_TXTS\1810s\1813\1813.01.09_TheMorningChronicle_0002.txt	I:\BL_TXTS\1810s\1813\1813.01.07_CaledonianMercury_0002.txt
415	591	630	I:\BL_TXTS\1810s\1813\1813.01.09_TheIpswichJournal_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.07_CaledonianMercury_0004.txt
202	308	309	I:\BL_TXTS\1810s\1813\1813.01.13_TheAberdeenJournal_0003.txt	I:\BL_TXTS\1810s\1813\1813.01.07_CaledonianMercury_0004.txt
582	857	874	I:\BL_TXTS\1810s\1813\1813.01.21_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.07_CaledonianMercury_0004.txt
262	368	383	I:\BL_TXTS\1810s\1813\1813.01.25_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.07_CaledonianMercury_0004.txt
392	601	630	I:\BL_TXTS\1810s\1813\1813.01.28_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1813\1813.01.07_CaledonianMercury_0004.txt
