1828.04.01_TheHullPacketandHumberMercury_0004,1828.04.01_TheBelfastNews-Letter_0004
1828.04.02_TheDerbyMercury_0004,1828.04.01_TheHullPacketandHumberMercury_0004
1828.04.03_CaledonianMercury_0002,1828.04.02_TheMorningChronicle_0003
1828.04.03_NorthWalesChronicle_0001,1828.04.02_TheMorningChronicle_0003
1828.04.03_NorthWalesChronicle_0001,1828.04.03_CaledonianMercury_0002
1828.04.03_NorthWalesChronicle_0004,1828.04.01_TheHullPacketandHumberMercury_0004
1828.04.03_TheMorningChronicle_0004,1828.04.01_TheHullPacketandHumberMercury_0003
1828.04.04_LiverpoolMercuryetc_0002,1828.04.01_TheMorningChronicle_0001
1828.04.04_LiverpoolMercuryetc_0002,1828.04.01_TheMorningChronicle_0002
1828.04.04_LiverpoolMercuryetc_0002,1828.04.01_TheMorningChronicle_0003
1828.04.04_LiverpoolMercuryetc_0008,1828.04.01_TheMorningChronicle_0003
1828.04.04_TheBelfastNews-Letter_0004,1828.04.02_TheDerbyMercury_0004
1828.04.05_TheIpswichJournal_0004,1828.04.04_LiverpoolMercuryetc_0002
1828.04.05_TheNewcastleCourantetc_0002,1828.04.01_TheHullPacketandHumberMercury_0002
1828.04.05_TheNewcastleCourantetc_0002,1828.04.02_TheDerbyMercury_0002
1828.04.05_TheNewcastleCourantetc_0003,1828.04.01_TheHullPacketandHumberMercury_0002
1828.04.05_TheNewcastleCourantetc_0003,1828.04.02_TheDerbyMercury_0001
1828.04.05_TheNewcastleCourantetc_0004,1828.04.01_TheMorningChronicle_0002
1828.04.05_TheNewcastleCourantetc_0004,1828.04.04_LiverpoolMercuryetc_0002
1828.04.05_TheNewcastleCourantetc_0004,1828.04.05_TheIpswichJournal_0004
1828.04.06_TheExaminer_0001,1828.04.01_TheMorningChronicle_0001
1828.04.06_TheExaminer_0001,1828.04.01_TheMorningChronicle_0002
1828.04.06_TheExaminer_0001,1828.04.04_LiverpoolMercuryetc_0002
1828.04.06_TheExaminer_0003,1828.04.05_TheNewcastleCourantetc_0004
1828.04.06_TheExaminer_0006,1828.04.04_TheMorningChronicle_0002
1828.04.06_TheExaminer_0012,1828.04.05_TheMorningChronicle_0004
1828.04.06_TheExaminer_0014,1828.04.01_TheBelfastNews-Letter_0001
1828.04.06_TheExaminer_0015,1828.04.02_TheDerbyMercury_0001
1828.04.07_CaledonianMercury_0002,1828.04.03_TheMorningChronicle_0002
1828.04.07_CaledonianMercury_0002,1828.04.04_TheMorningChronicle_0001
1828.04.07_CaledonianMercury_0002,1828.04.04_TheMorningChronicle_0002
1828.04.07_TheBristolMercury_0001,1828.04.01_TheMorningChronicle_0001
1828.04.07_TheBristolMercury_0001,1828.04.01_TheMorningChronicle_0002
1828.04.07_TheBristolMercury_0001,1828.04.02_TheDerbyMercury_0001
1828.04.07_TheBristolMercury_0001,1828.04.06_TheExaminer_0015
1828.04.07_TheBristolMercury_0002,1828.04.02_TheMorningChronicle_0003
1828.04.07_TheBristolMercury_0003,1828.04.05_TheIpswichJournal_0004
1828.04.07_TheBristolMercury_0004,1828.04.01_TheMorningChronicle_0002
1828.04.07_TheBristolMercury_0004,1828.04.01_TheMorningChronicle_0003
1828.04.07_TheBristolMercury_0004,1828.04.05_TheIpswichJournal_0004
1828.04.07_TheMorningChronicle_0002,1828.04.06_TheExaminer_0003
1828.04.07_TheMorningChronicle_0003,1828.04.04_LiverpoolMercuryetc_0006
1828.04.08_TheBelfastNews-Letter_0001,1828.04.03_TheMorningChronicle_0003
1828.04.08_TheBelfastNews-Letter_0001,1828.04.05_TheMorningChronicle_0004
1828.04.08_TheHullPacketandHumberMercury_0001,1828.04.01_TheMorningChronicle_0001
1828.04.08_TheHullPacketandHumberMercury_0001,1828.04.01_TheMorningChronicle_0002
1828.04.08_TheHullPacketandHumberMercury_0001,1828.04.04_LiverpoolMercuryetc_0002
1828.04.08_TheHullPacketandHumberMercury_0001,1828.04.04_TheMorningChronicle_0003
1828.04.08_TheHullPacketandHumberMercury_0001,1828.04.05_TheIpswichJournal_0004
1828.04.08_TheHullPacketandHumberMercury_0001,1828.04.05_TheNewcastleCourantetc_0004
1828.04.08_TheHullPacketandHumberMercury_0001,1828.04.07_TheBristolMercury_0004
1828.04.08_TheHullPacketandHumberMercury_0002,1828.04.03_TheMorningChronicle_0002
1828.04.08_TheHullPacketandHumberMercury_0003,1828.04.07_TheMorningChronicle_0004
1828.04.08_TheHullPacketandHumberMercury_0004,1828.04.01_TheMorningChronicle_0003
1828.04.08_TheHullPacketandHumberMercury_0004,1828.04.02_TheMorningChronicle_0003
1828.04.08_TheHullPacketandHumberMercury_0004,1828.04.03_CaledonianMercury_0002
1828.04.08_TheHullPacketandHumberMercury_0004,1828.04.03_NorthWalesChronicle_0001
1828.04.08_TheHullPacketandHumberMercury_0004,1828.04.04_TheMorningChronicle_0002
1828.04.09_TheDerbyMercury_0001,1828.04.05_TheMorningChronicle_0001
1828.04.09_TheDerbyMercury_0001,1828.04.05_TheNewcastleCourantetc_0003
1828.04.09_TheDerbyMercury_0002,1828.04.05_TheMorningChronicle_0003
1828.04.09_TheDerbyMercury_0003,1828.04.08_TheHullPacketandHumberMercury_0003
1828.04.09_TheDerbyMercury_0004,1828.04.07_CaledonianMercury_0002
1828.04.09_TheMorningChronicle_0001,1828.04.06_TheExaminer_0014
1828.04.09_TheMorningChronicle_0003,1828.04.04_LiverpoolMercuryetc_0008
1828.04.09_TheMorningChronicle_0004,1828.04.01_TheBelfastNews-Letter_0002
1828.04.10_CaledonianMercury_0002,1828.04.05_TheNewcastleCourantetc_0002
1828.04.10_CaledonianMercury_0002,1828.04.07_TheMorningChronicle_0002
1828.04.10_CaledonianMercury_0002,1828.04.09_TheDerbyMercury_0002
1828.04.10_NorthWalesChronicle_0001,1828.04.02_TheDerbyMercury_0002
1828.04.10_NorthWalesChronicle_0004,1828.04.03_TheMorningChronicle_0003
1828.04.10_NorthWalesChronicle_0004,1828.04.05_TheMorningChronicle_0004
1828.04.10_NorthWalesChronicle_0004,1828.04.06_TheExaminer_0001
1828.04.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004,1828.04.01_TheMorningChronicle_0002
1828.04.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004,1828.04.05_TheIpswichJournal_0004
1828.04.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004,1828.04.08_TheHullPacketandHumberMercury_0001
1828.04.11_LiverpoolMercuryetc_0008,1828.04.06_TheExaminer_0003
1828.04.11_LiverpoolMercuryetc_0008,1828.04.07_TheMorningChronicle_0002
1828.04.11_TheBelfastNews-Letter_0001,1828.04.09_TheDerbyMercury_0002
1828.04.12_CaledonianMercury_0002,1828.04.09_TheMorningChronicle_0002
1828.04.12_TheIpswichJournal_0002,1828.04.08_TheMorningChronicle_0001
1828.04.12_TheIpswichJournal_0004,1828.04.05_TheMorningChronicle_0001
1828.04.12_TheIpswichJournal_0004,1828.04.07_TheMorningChronicle_0004
1828.04.12_TheIpswichJournal_0004,1828.04.08_TheHullPacketandHumberMercury_0003
1828.04.12_TheIpswichJournal_0004,1828.04.09_TheDerbyMercury_0001
