1824.03.01_TheBristolMercury_0001,1824.03.01_HampshireTelegraphandSussexChronicleetc_0002
1824.03.01_TheBristolMercury_0002,1824.03.01_HampshireTelegraphandSussexChronicleetc_0003
1824.03.03_TheDerbyMercury_0002,1824.03.01_TheBristolMercury_0002
1824.03.04_CaledonianMercury_0002,1824.03.02_TheMorningChronicle_0001
1824.03.04_CaledonianMercury_0002,1824.03.03_TheDerbyMercury_0004
1824.03.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1824.03.03_TheDerbyMercury_0002
1824.03.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1824.03.01_TheBristolMercury_0002
1824.03.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1824.03.03_TheDerbyMercury_0004
1824.03.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1824.03.01_HampshireTelegraphandSussexChronicleetc_0003
1824.03.06_CaledonianMercury_0004,1824.03.02_TheMorningChronicle_0002
1824.03.06_CaledonianMercury_0004,1824.03.02_TheMorningChronicle_0003
1824.03.06_TheIpswichJournal_0002,1824.03.02_TheMorningChronicle_0001
1824.03.06_TheNewcastleCourantetc_0002,1824.03.01_HampshireTelegraphandSussexChronicleetc_0003
1824.03.06_TheNewcastleCourantetc_0002,1824.03.01_TheBristolMercury_0002
1824.03.06_TheNewcastleCourantetc_0002,1824.03.03_TheDerbyMercury_0004
1824.03.06_TheNewcastleCourantetc_0002,1824.03.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003
1824.03.06_TheNewcastleCourantetc_0002,1824.03.06_TheIpswichJournal_0002
1824.03.07_TheExaminer_0007,1824.03.05_TheMorningChronicle_0003
1824.03.08_CaledonianMercury_0004,1824.03.06_TheIpswichJournal_0002
1824.03.08_CaledonianMercury_0004,1824.03.06_TheNewcastleCourantetc_0002
1824.03.08_TheBristolMercury_0001,1824.03.02_TheMorningChronicle_0001
1824.03.08_TheBristolMercury_0001,1824.03.02_TheMorningChronicle_0002
1824.03.08_TheBristolMercury_0001,1824.03.02_TheMorningChronicle_0004
1824.03.08_TheBristolMercury_0001,1824.03.03_TheMorningChronicle_0003
1824.03.08_TheBristolMercury_0004,1824.03.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003
1824.03.08_TheMorningChronicle_0001,1824.03.04_CaledonianMercury_0001
1824.03.10_TheAberdeenJournal_0004,1824.03.04_CaledonianMercury_0004
1824.03.10_TheDerbyMercury_0001,1824.03.08_TheBristolMercury_0002
1824.03.11_CaledonianMercury_0002,1824.03.06_TheMorningChronicle_0003
1824.03.11_CaledonianMercury_0002,1824.03.08_HampshireTelegraphandSussexChronicleetc_0004
1824.03.11_CaledonianMercury_0002,1824.03.10_TheDerbyMercury_0002
1824.03.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1824.03.10_TheDerbyMercury_0001
1824.03.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1824.03.10_TheDerbyMercury_0002
1824.03.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1824.03.03_TheMorningChronicle_0003
1824.03.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1824.03.10_TheDerbyMercury_0004
1824.03.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1824.03.10_TheDerbyMercury_0002
1824.03.13_TheIpswichJournal_0001,1824.03.10_TheDerbyMercury_0001
1824.03.13_TheIpswichJournal_0002,1824.03.12_TheMorningChronicle_0002
1824.03.13_TheIpswichJournal_0002,1824.03.12_TheMorningChronicle_0003
1824.03.13_TheNewcastleCourantetc_0002,1824.03.05_TheMorningChronicle_0002
1824.03.13_TheNewcastleCourantetc_0002,1824.03.10_TheDerbyMercury_0004
1824.03.13_TheNewcastleCourantetc_0002,1824.03.13_TheLeedsMercury_0002
1824.03.13_TheNewcastleCourantetc_0003,1824.03.10_TheDerbyMercury_0001
1824.03.14_TheExaminer_0007,1824.03.10_TheMorningChronicle_0004
1824.03.14_TheExaminer_0013,1824.03.09_TheMorningChronicle_0001
1824.03.14_TheExaminer_0013,1824.03.10_TheMorningChronicle_0001
1824.03.15_CaledonianMercury_0004,1824.03.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1824.03.15_CaledonianMercury_0004,1824.03.13_TheMorningChronicle_0001
1824.03.15_CaledonianMercury_0004,1824.03.13_TheMorningChronicle_0004
1824.03.15_TheBristolMercury_0001,1824.03.09_TheMorningChronicle_0002
1824.03.15_TheBristolMercury_0001,1824.03.09_TheMorningChronicle_0003
1824.03.15_TheBristolMercury_0001,1824.03.09_TheMorningChronicle_0004
1824.03.15_TheBristolMercury_0001,1824.03.10_TheDerbyMercury_0003
1824.03.15_TheBristolMercury_0001,1824.03.10_TheMorningChronicle_0002
1824.03.15_TheBristolMercury_0001,1824.03.10_TheMorningChronicle_0003
1824.03.15_TheBristolMercury_0001,1824.03.11_TheMorningChronicle_0002
1824.03.15_TheBristolMercury_0004,1824.03.09_TheMorningChronicle_0001
1824.03.15_TheMorningChronicle_S0003,1824.03.14_TheExaminer_0014
1824.03.15_TheMorningChronicle_S0004,1824.03.13_TheIpswichJournal_0001
1824.03.17_TheAberdeenJournal_0004,1824.03.05_TheMorningChronicle_0002
1824.03.17_TheAberdeenJournal_0004,1824.03.11_CaledonianMercury_0002
1824.03.17_TheAberdeenJournal_0004,1824.03.13_TheNewcastleCourantetc_0002
1824.03.17_TheDerbyMercury_0002,1824.03.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1824.03.17_TheDerbyMercury_0002,1824.03.13_TheIpswichJournal_0001
1824.03.17_TheDerbyMercury_0004,1824.03.11_TheMorningChronicle_0002
1824.03.17_TheDerbyMercury_0004,1824.03.13_TheIpswichJournal_0002
1824.03.18_CaledonianMercury_0003,1824.03.11_TheMorningChronicle_0002
1824.03.18_CaledonianMercury_0003,1824.03.15_TheBristolMercury_0003
1824.03.18_CaledonianMercury_0003,1824.03.17_TheDerbyMercury_0001
1824.03.18_CaledonianMercury_0004,1824.03.11_TheMorningChronicle_0003
1824.03.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1824.03.15_TheBristolMercury_0003
1824.03.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1824.03.17_TheDerbyMercury_0001
1824.03.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1824.03.18_CaledonianMercury_0003
1824.03.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1824.03.18_TheMorningChronicle_S0001
1824.03.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1824.03.15_TheMorningChronicle_S0004
1824.03.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1824.03.17_TheDerbyMercury_0002
1824.03.19_LiverpoolMercuryetc_0006,1824.03.10_TheMorningChronicle_0002
1824.03.19_LiverpoolMercuryetc_0006,1824.03.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004
1824.03.20_TheIpswichJournal_0001,1824.03.10_TheDerbyMercury_0001
1824.03.20_TheIpswichJournal_0001,1824.03.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1824.03.20_TheNewcastleCourantetc_0002,1824.03.12_TheMorningChronicle_0001
1824.03.20_TheNewcastleCourantetc_0003,1824.03.03_TheDerbyMercury_0002
1824.03.20_TheNewcastleCourantetc_0003,1824.03.10_TheDerbyMercury_0001
1824.03.20_TheNewcastleCourantetc_0003,1824.03.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1824.03.20_TheNewcastleCourantetc_0003,1824.03.13_TheIpswichJournal_0001
1824.03.20_TheNewcastleCourantetc_0003,1824.03.17_TheDerbyMercury_0002
1824.03.20_TheNewcastleCourantetc_0003,1824.03.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003
1824.03.20_TheNewcastleCourantetc_0003,1824.03.20_TheLeedsMercury_0004
1824.03.21_TheExaminer_0011,1824.03.13_TheMorningChronicle_0002
1824.03.21_TheExaminer_0016,1824.03.11_TheMorningChronicle_0002
1824.03.21_TheExaminer_0016,1824.03.15_TheBristolMercury_0003
1824.03.21_TheExaminer_0016,1824.03.17_TheDerbyMercury_0001
1824.03.21_TheExaminer_0016,1824.03.18_CaledonianMercury_0003
1824.03.21_TheExaminer_0016,1824.03.18_TheMorningChronicle_S0001
1824.03.21_TheExaminer_0016,1824.03.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1824.03.22_CaledonianMercury_0001,1824.03.20_TheNewcastleCourantetc_0003
1824.03.22_HampshireTelegraphandSussexChronicleetc_0001,1824.03.17_TheDerbyMercury_0001
1824.03.22_HampshireTelegraphandSussexChronicleetc_0001,1824.03.18_CaledonianMercury_0003
1824.03.22_HampshireTelegraphandSussexChronicleetc_0001,1824.03.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1824.03.22_HampshireTelegraphandSussexChronicleetc_0001,1824.03.20_TheIpswichJournal_0001
1824.03.22_HampshireTelegraphandSussexChronicleetc_0001,1824.03.21_TheExaminer_0016
1824.03.22_HampshireTelegraphandSussexChronicleetc_0002,1824.03.17_TheMorningChronicle_0002
1824.03.22_HampshireTelegraphandSussexChronicleetc_0003,1824.03.19_TheMorningChronicle_0002
1824.03.22_TheBristolMercury_0001,1824.03.17_TheMorningChronicle_0002
1824.03.22_TheBristolMercury_0002,1824.03.17_TheDerbyMercury_0001
1824.03.22_TheBristolMercury_0002,1824.03.18_CaledonianMercury_0003
1824.03.22_TheBristolMercury_0002,1824.03.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1824.03.22_TheBristolMercury_0002,1824.03.20_TheIpswichJournal_0001
1824.03.22_TheBristolMercury_0002,1824.03.21_TheExaminer_0016
1824.03.22_TheBristolMercury_0002,1824.03.22_HampshireTelegraphandSussexChronicleetc_0001
1824.03.22_TheBristolMercury_0004,1824.03.09_TheMorningChronicle_0004
1824.03.23_TheMorningChronicle_0001,1824.03.17_TheDerbyMercury_0001
1824.03.23_TheMorningChronicle_0001,1824.03.18_CaledonianMercury_0003
1824.03.23_TheMorningChronicle_0001,1824.03.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1824.03.23_TheMorningChronicle_0001,1824.03.21_TheExaminer_0016
1824.03.23_TheMorningChronicle_0001,1824.03.22_HampshireTelegraphandSussexChronicleetc_0001
1824.03.23_TheMorningChronicle_0001,1824.03.22_TheBristolMercury_0002
1824.03.24_TheAberdeenJournal_0004,1824.03.11_CaledonianMercury_0004
1824.03.24_TheDerbyMercury_0001,1824.03.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1824.03.24_TheDerbyMercury_0001,1824.03.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1824.03.24_TheDerbyMercury_0001,1824.03.20_TheIpswichJournal_0001
1824.03.24_TheDerbyMercury_0001,1824.03.20_TheNewcastleCourantetc_0003
1824.03.24_TheDerbyMercury_0001,1824.03.21_TheExaminer_0015
