1830.07.02_LiverpoolMercuryetc_0001,1830.07.01_NorthWalesChronicle_0001
1830.07.02_TheBelfastNews-Letter_0002,1830.07.01_Freeman'sJournalandDailyCommercialAdvertiser_0004
1830.07.02_TheBelfastNews-Letter_0004,1830.07.01_NorthWalesChronicle_0002
1830.07.03_TheIpswichJournal_0004,1830.07.01_Freeman'sJournalandDailyCommercialAdvertiser_0003
1830.07.03_TheIpswichJournal_0004,1830.07.01_Freeman'sJournalandDailyCommercialAdvertiser_0004
1830.07.03_TheNewcastleCourantetc_0003,1830.07.02_LiverpoolMercuryetc_0003
1830.07.03_TheNewcastleCourantetc_0004,1830.07.03_TheIpswichJournal_0001
1830.07.03_TheNewcastleCourantetc_0004,1830.07.03_TheIpswichJournal_0002
1830.07.04_TheExaminer_0006,1830.07.02_TheBelfastNews-Letter_0002
1830.07.04_TheExaminer_0006,1830.07.03_TheIpswichJournal_0004
1830.07.05_HampshireTelegraphandSussexChronicleetc_0001,1830.07.01_Freeman'sJournalandDailyCommercialAdvertiser_0004
1830.07.05_HampshireTelegraphandSussexChronicleetc_0001,1830.07.02_TheBelfastNews-Letter_0002
1830.07.05_HampshireTelegraphandSussexChronicleetc_0001,1830.07.04_TheExaminer_0006
1830.07.05_HampshireTelegraphandSussexChronicleetc_0002,1830.07.03_TheIpswichJournal_0002
1830.07.05_HampshireTelegraphandSussexChronicleetc_0002,1830.07.03_TheIpswichJournal_0004
1830.07.06_TheBelfastNews-Letter_0003,1830.07.03_Freeman'sJournalandDailyCommercialAdvertiser_0002
1830.07.06_TheBelfastNews-Letter_0004,1830.07.02_Freeman'sJournalandDailyCommercialAdvertiser_0003
1830.07.06_TheBelfastNews-Letter_0004,1830.07.03_CaledonianMercury_0002
1830.07.06_TheBelfastNews-Letter_0004,1830.07.03_TheIpswichJournal_0002
1830.07.06_TheBelfastNews-Letter_0004,1830.07.03_TheIpswichJournal_0004
1830.07.06_TheBelfastNews-Letter_0004,1830.07.04_TheExaminer_0010
1830.07.06_TheBelfastNews-Letter_0004,1830.07.05_Freeman'sJournalandDailyCommercialAdvertiser_0001
1830.07.06_TheBristolMercury_0001,1830.07.05_Freeman'sJournalandDailyCommercialAdvertiser_0001
1830.07.06_TheBristolMercury_0001,1830.07.05_HampshireTelegraphandSussexChronicleetc_0003
1830.07.06_TheBristolMercury_0001,1830.07.06_TheBelfastNews-Letter_0004
1830.07.06_TheBristolMercury_0002,1830.07.03_TheIpswichJournal_0002
1830.07.06_TheBristolMercury_0002,1830.07.05_HampshireTelegraphandSussexChronicleetc_0003
1830.07.06_TheBristolMercury_0002,1830.07.06_TheBelfastNews-Letter_0004
1830.07.06_TheBristolMercury_0004,1830.07.03_TheIpswichJournal_0002
1830.07.06_TheHullPacketandHumberMercury_0001,1830.07.03_Freeman'sJournalandDailyCommercialAdvertiser_0003
1830.07.06_TheHullPacketandHumberMercury_0001,1830.07.05_Freeman'sJournalandDailyCommercialAdvertiser_0003
1830.07.06_TheHullPacketandHumberMercury_0002,1830.07.03_TheIpswichJournal_0002
1830.07.06_TheHullPacketandHumberMercury_0002,1830.07.05_HampshireTelegraphandSussexChronicleetc_0003
1830.07.06_TheHullPacketandHumberMercury_0002,1830.07.06_TheBelfastNews-Letter_0004
1830.07.06_TheHullPacketandHumberMercury_0004,1830.07.01_CaledonianMercury_0002
1830.07.06_TheHullPacketandHumberMercury_0004,1830.07.01_Freeman'sJournalandDailyCommercialAdvertiser_0003
1830.07.06_TheHullPacketandHumberMercury_0004,1830.07.03_TheIpswichJournal_0004
1830.07.06_TheHullPacketandHumberMercury_0004,1830.07.04_TheExaminer_0006
1830.07.06_TheHullPacketandHumberMercury_0004,1830.07.05_HampshireTelegraphandSussexChronicleetc_0001
1830.07.06_TheHullPacketandHumberMercury_0004,1830.07.06_TheBelfastNews-Letter_0004
1830.07.06_TheHullPacketandHumberMercury_0004,1830.07.06_TheBristolMercury_0001
1830.07.07_TheAberdeenJournal_0002,1830.07.01_CaledonianMercury_0002
1830.07.07_TheAberdeenJournal_0002,1830.07.01_Freeman'sJournalandDailyCommercialAdvertiser_0003
1830.07.07_TheAberdeenJournal_0002,1830.07.02_TheBelfastNews-Letter_0002
1830.07.07_TheAberdeenJournal_0002,1830.07.03_TheIpswichJournal_0004
1830.07.07_TheAberdeenJournal_0002,1830.07.03_TheNewcastleCourantetc_0002
1830.07.07_TheAberdeenJournal_0002,1830.07.04_TheExaminer_0006
1830.07.07_TheAberdeenJournal_0002,1830.07.05_HampshireTelegraphandSussexChronicleetc_0001
1830.07.07_TheAberdeenJournal_0002,1830.07.06_TheHullPacketandHumberMercury_0004
1830.07.07_TheAberdeenJournal_0004,1830.07.06_TheBristolMercury_0004
1830.07.07_TheDerbyMercury_0001,1830.07.03_TheIpswichJournal_0002
1830.07.07_TheDerbyMercury_0001,1830.07.03_TheNewcastleCourantetc_0004
1830.07.07_TheDerbyMercury_0001,1830.07.05_HampshireTelegraphandSussexChronicleetc_0003
1830.07.07_TheDerbyMercury_0002,1830.07.07_Freeman'sJournalandDailyCommercialAdvertiser_0004
1830.07.07_TheDerbyMercury_0004,1830.07.03_TheIpswichJournal_0004
1830.07.07_TheDerbyMercury_0004,1830.07.05_Freeman'sJournalandDailyCommercialAdvertiser_0001
1830.07.07_TheDerbyMercury_0004,1830.07.06_TheBelfastNews-Letter_0004
1830.07.07_TheDerbyMercury_0004,1830.07.06_TheBristolMercury_0001
1830.07.07_TheDerbyMercury_0004,1830.07.06_TheHullPacketandHumberMercury_0004
1830.07.08_Freeman'sJournalandDailyCommercialAdvertiser_0003,1830.07.07_TheDerbyMercury_0002
1830.07.08_NorthWalesChronicle_0001,1830.07.05_Freeman'sJournalandDailyCommercialAdvertiser_0001
1830.07.08_NorthWalesChronicle_0001,1830.07.06_TheBelfastNews-Letter_0004
1830.07.08_NorthWalesChronicle_0001,1830.07.06_TheBristolMercury_0001
1830.07.08_NorthWalesChronicle_0001,1830.07.07_TheDerbyMercury_0004
1830.07.08_NorthWalesChronicle_0002,1830.07.06_TheBelfastNews-Letter_0004
1830.07.09_LiverpoolMercuryetc_0001,1830.07.01_NorthWalesChronicle_0001
1830.07.09_TheBelfastNews-Letter_0002,1830.07.08_Freeman'sJournalandDailyCommercialAdvertiser_0003
1830.07.09_TheBelfastNews-Letter_0004,1830.07.02_LiverpoolMercuryetc_0007
1830.07.09_TheBelfastNews-Letter_0004,1830.07.05_Freeman'sJournalandDailyCommercialAdvertiser_0004
1830.07.10_Cobbett'sWeeklyPoliticalRegister_0014,1830.07.03_TheIpswichJournal_0002
1830.07.10_Cobbett'sWeeklyPoliticalRegister_0014,1830.07.06_TheHullPacketandHumberMercury_0002
1830.07.10_Freeman'sJournalandDailyCommercialAdvertiser_0004,1830.07.07_TheDerbyMercury_0002
1830.07.10_TheIpswichJournal_0001,1830.07.08_Freeman'sJournalandDailyCommercialAdvertiser_0003
1830.07.10_TheNewcastleCourantetc_0002,1830.07.05_Freeman'sJournalandDailyCommercialAdvertiser_0003
1830.07.10_TheNewcastleCourantetc_0002,1830.07.05_HampshireTelegraphandSussexChronicleetc_0003
1830.07.10_TheNewcastleCourantetc_0002,1830.07.06_TheBelfastNews-Letter_0002
1830.07.10_TheNewcastleCourantetc_0002,1830.07.06_TheBristolMercury_0002
1830.07.10_TheNewcastleCourantetc_0002,1830.07.07_Freeman'sJournalandDailyCommercialAdvertiser_0004
1830.07.10_TheNewcastleCourantetc_0002,1830.07.07_TheDerbyMercury_0001
1830.07.10_TheNewcastleCourantetc_0002,1830.07.08_Freeman'sJournalandDailyCommercialAdvertiser_0003
1830.07.10_TheNewcastleCourantetc_0003,1830.07.08_Freeman'sJournalandDailyCommercialAdvertiser_0004
1830.07.10_TheNewcastleCourantetc_0004,1830.07.10_TheIpswichJournal_0004
1830.07.12_Freeman'sJournalandDailyCommercialAdvertiser_0001,1830.07.06_TheBelfastNews-Letter_0003
1830.07.12_Freeman'sJournalandDailyCommercialAdvertiser_0002,1830.07.12_CaledonianMercury_0002
1830.07.12_HampshireTelegraphandSussexChronicleetc_0003,1830.07.12_Freeman'sJournalandDailyCommercialAdvertiser_0003
1830.07.13_Freeman'sJournalandDailyCommercialAdvertiser_0003,1830.07.11_TheExaminer_0004
1830.07.13_TheBelfastNews-Letter_0001,1830.07.07_Freeman'sJournalandDailyCommercialAdvertiser_0002
1830.07.13_TheBelfastNews-Letter_0001,1830.07.08_Freeman'sJournalandDailyCommercialAdvertiser_0004
1830.07.13_TheBelfastNews-Letter_0001,1830.07.10_Freeman'sJournalandDailyCommercialAdvertiser_0001
1830.07.13_TheBelfastNews-Letter_0001,1830.07.12_Freeman'sJournalandDailyCommercialAdvertiser_0001
1830.07.13_TheBelfastNews-Letter_0004,1830.07.10_TheIpswichJournal_0002
1830.07.13_TheBelfastNews-Letter_0004,1830.07.11_TheExaminer_0004
1830.07.13_TheBelfastNews-Letter_0004,1830.07.12_Freeman'sJournalandDailyCommercialAdvertiser_0004
1830.07.13_TheBristolMercury_0001,1830.07.12_HampshireTelegraphandSussexChronicleetc_0003
1830.07.13_TheBristolMercury_0004,1830.07.10_TheIpswichJournal_0001
1830.07.13_TheBristolMercury_0004,1830.07.12_HampshireTelegraphandSussexChronicleetc_0002
1830.07.13_TheHullPacketandHumberMercury_0001,1830.07.10_Freeman'sJournalandDailyCommercialAdvertiser_0004
1830.07.13_TheHullPacketandHumberMercury_0001,1830.07.10_TheIpswichJournal_0001
1830.07.13_TheHullPacketandHumberMercury_0002,1830.07.11_TheExaminer_0004
1830.07.13_TheHullPacketandHumberMercury_0002,1830.07.13_TheBelfastNews-Letter_0004
1830.07.14_Freeman'sJournalandDailyCommercialAdvertiser_0001,1830.07.06_TheBelfastNews-Letter_0003
1830.07.14_Freeman'sJournalandDailyCommercialAdvertiser_0001,1830.07.13_TheBelfastNews-Letter_0001
1830.07.14_TheAberdeenJournal_0002,1830.07.07_TheDerbyMercury_0002
1830.07.14_TheAberdeenJournal_0002,1830.07.10_TheIpswichJournal_0001
1830.07.14_TheDerbyMercury_0001,1830.07.03_Freeman'sJournalandDailyCommercialAdvertiser_0002
1830.07.14_TheDerbyMercury_0001,1830.07.06_TheBelfastNews-Letter_0003
1830.07.14_TheDerbyMercury_0001,1830.07.13_Freeman'sJournalandDailyCommercialAdvertiser_0002
1830.07.14_TheDerbyMercury_0002,1830.07.12_Freeman'sJournalandDailyCommercialAdvertiser_0004
1830.07.14_TheDerbyMercury_0002,1830.07.12_HampshireTelegraphandSussexChronicleetc_0003
1830.07.14_TheDerbyMercury_0002,1830.07.13_Freeman'sJournalandDailyCommercialAdvertiser_0003
1830.07.14_TheDerbyMercury_0002,1830.07.13_TheBelfastNews-Letter_0002
1830.07.14_TheDerbyMercury_0002,1830.07.13_TheBristolMercury_0001
1830.07.14_TheDerbyMercury_0002,1830.07.13_TheHullPacketandHumberMercury_0002
1830.07.15_Freeman'sJournalandDailyCommercialAdvertiser_0002,1830.07.15_CaledonianMercury_0002
1830.07.16_Freeman'sJournalandDailyCommercialAdvertiser_0001,1830.07.06_TheBelfastNews-Letter_0003
1830.07.16_Freeman'sJournalandDailyCommercialAdvertiser_0001,1830.07.13_TheBelfastNews-Letter_0001
1830.07.16_LiverpoolMercuryetc_0002,1830.07.04_TheExaminer_0002
1830.07.16_LiverpoolMercuryetc_0003,1830.07.13_TheBristolMercury_0002
1830.07.16_LiverpoolMercuryetc_0006,1830.07.13_Freeman'sJournalandDailyCommercialAdvertiser_0003
1830.07.16_LiverpoolMercuryetc_0006,1830.07.13_TheBelfastNews-Letter_0002
1830.07.16_LiverpoolMercuryetc_0006,1830.07.14_TheDerbyMercury_0002
