1805.06.01_Cobbett'sWeeklyPoliticalRegister_0004,1805.06.01_CaledonianMercury_0003
1805.06.01_Cobbett'sWeeklyPoliticalRegister_0014,1805.06.01_CaledonianMercury_0002
1805.06.01_Cobbett'sWeeklyPoliticalRegister_0016,1805.06.01_CaledonianMercury_0002
1805.06.03_HampshireTelegraphandSussexChronicleetc_0002,1805.06.03_CaledonianMercury_0002
1805.06.04_TheHullPacket_0001,1805.06.01_CaledonianMercury_0002
1805.06.04_TheHullPacket_0001,1805.06.01_Jackson'sOxfordJournal_0002
1805.06.04_TheHullPacket_0004,1805.06.03_CaledonianMercury_0002
1805.06.05_TheAberdeenJournal_0002,1805.06.01_CaledonianMercury_0002
1805.06.06_CaledonianMercury_0002,1805.06.01_TheMorningChronicle_0001
1805.06.06_CaledonianMercury_0002,1805.06.01_TheMorningChronicle_0002
1805.06.06_Trewman'sExeterFlyingPost_0004,1805.06.06_TheDerbyMercury_0002
1805.06.08_CaledonianMercury_0002,1805.06.06_Trewman'sExeterFlyingPost_0004
1805.06.08_Cobbett'sWeeklyPoliticalRegister_0014,1805.06.08_CaledonianMercury_0002
1805.06.08_Cobbett'sWeeklyPoliticalRegister_0017,1805.06.08_CaledonianMercury_0002
1805.06.08_Cobbett'sWeeklyPoliticalRegister_0018,1805.06.08_CaledonianMercury_0002
1805.06.08_Cobbett'sWeeklyPoliticalRegister_0019,1805.06.08_CaledonianMercury_0002
1805.06.08_Cobbett'sWeeklyPoliticalRegister_0020,1805.06.08_CaledonianMercury_0002
1805.06.08_Jackson'sOxfordJournal_0001,1805.06.06_Trewman'sExeterFlyingPost_0004
1805.06.08_Jackson'sOxfordJournal_0001,1805.06.08_CaledonianMercury_0002
1805.06.08_Jackson'sOxfordJournal_0002,1805.06.08_CaledonianMercury_0003
1805.06.08_Jackson'sOxfordJournal_0004,1805.06.06_TheDerbyMercury_0002
1805.06.08_TheNewcastleCourantetc_0002,1805.06.01_TheMorningChronicle_0001
1805.06.08_TheNewcastleCourantetc_0002,1805.06.01_TheMorningChronicle_0002
1805.06.08_TheNewcastleCourantetc_0002,1805.06.03_CaledonianMercury_0002
1805.06.08_TheNewcastleCourantetc_0002,1805.06.04_TheHullPacket_0004
1805.06.08_TheNewcastleCourantetc_0002,1805.06.06_CaledonianMercury_0002
1805.06.08_TheNewcastleCourantetc_0002,1805.06.06_TheDerbyMercury_0001
1805.06.08_TheNewcastleCourantetc_0004,1805.06.08_CaledonianMercury_0003
1805.06.08_TheNewcastleCourantetc_0004,1805.06.08_Jackson'sOxfordJournal_0002
1805.06.10_CaledonianMercury_0002,1805.06.08_TheMorningChronicle_0003
1805.06.10_HampshireTelegraphandSussexChronicleetc_0001,1805.06.06_Trewman'sExeterFlyingPost_0004
1805.06.10_HampshireTelegraphandSussexChronicleetc_0002,1805.06.08_TheMorningChronicle_0003
1805.06.10_HampshireTelegraphandSussexChronicleetc_0002,1805.06.10_CaledonianMercury_0002
1805.06.10_HampshireTelegraphandSussexChronicleetc_0004,1805.06.08_CaledonianMercury_0003
1805.06.10_HampshireTelegraphandSussexChronicleetc_0004,1805.06.08_TheNewcastleCourantetc_0004
1805.06.11_TheHullPacket_0001,1805.06.08_Jackson'sOxfordJournal_0004
1805.06.11_TheHullPacket_0004,1805.06.08_CaledonianMercury_0002
1805.06.11_TheHullPacket_0004,1805.06.08_CaledonianMercury_0003
1805.06.11_TheHullPacket_0004,1805.06.08_Jackson'sOxfordJournal_0002
1805.06.11_TheHullPacket_0004,1805.06.08_TheNewcastleCourantetc_0004
1805.06.11_TheHullPacket_0004,1805.06.10_HampshireTelegraphandSussexChronicleetc_0004
1805.06.12_TheAberdeenJournal_0002,1805.06.03_CaledonianMercury_0002
1805.06.12_TheAberdeenJournal_0002,1805.06.03_HampshireTelegraphandSussexChronicleetc_0002
1805.06.12_TheAberdeenJournal_0002,1805.06.04_TheHullPacket_0001
1805.06.12_TheAberdeenJournal_0002,1805.06.06_TheDerbyMercury_0001
1805.06.12_TheAberdeenJournal_0002,1805.06.08_CaledonianMercury_0002
1805.06.12_TheAberdeenJournal_0003,1805.06.06_Trewman'sExeterFlyingPost_0004
1805.06.12_TheAberdeenJournal_0003,1805.06.08_CaledonianMercury_0002
1805.06.12_TheAberdeenJournal_0003,1805.06.08_CaledonianMercury_0003
1805.06.12_TheAberdeenJournal_0003,1805.06.08_Jackson'sOxfordJournal_0001
