1802.02.01_PortsmouthTelegraphorMottley'sNavalandMilitaryJournal_0004,1802.02.01_CaledonianMercury_0002
1802.02.04_Trewman'sExeterFlyingPost_0002,1802.02.01_PortsmouthTelegraphorMottley'sNavalandMilitaryJournal_0004
1802.02.04_Trewman'sExeterFlyingPost_0003,1802.02.01_PortsmouthTelegraphorMottley'sNavalandMilitaryJournal_0002
1802.02.06_Jackson'sOxfordJournal_0001,1802.02.01_PortsmouthTelegraphorMottley'sNavalandMilitaryJournal_0002
1802.02.06_Jackson'sOxfordJournal_0001,1802.02.02_TheMorningChronicle_0002
1802.02.06_Jackson'sOxfordJournal_0001,1802.02.04_Trewman'sExeterFlyingPost_0003
1802.02.06_Jackson'sOxfordJournal_0002,1802.02.06_CaledonianMercury_0003
1802.02.06_Jackson'sOxfordJournal_0004,1802.02.01_TheMorningChronicle_0003
1802.02.06_TheIpswichJournal_0001,1802.02.06_Jackson'sOxfordJournal_0001
1802.02.06_TheIpswichJournal_0002,1802.02.06_Jackson'sOxfordJournal_0001
1802.02.06_TheIpswichJournal_0004,1802.02.06_Jackson'sOxfordJournal_0004
1802.02.08_CaledonianMercury_0002,1802.02.04_TheMorningChronicle_0002
1802.02.08_CaledonianMercury_0002,1802.02.04_TheMorningChronicle_0003
1802.02.08_CaledonianMercury_0002,1802.02.06_TheIpswichJournal_0002
1802.02.08_CaledonianMercury_0002,1802.02.06_TheMorningChronicle_0003
1802.02.08_CaledonianMercury_0004,1802.02.02_TheMorningChronicle_0002
1802.02.10_TheAberdeenJournal_0002,1802.02.04_CaledonianMercury_0002
1802.02.10_TheAberdeenJournal_0002,1802.02.06_CaledonianMercury_0003
1802.02.10_TheAberdeenJournal_0003,1802.02.04_CaledonianMercury_0003
1802.02.10_TheAberdeenJournal_0003,1802.02.06_Jackson'sOxfordJournal_0004
1802.02.11_Trewman'sExeterFlyingPost_0001,1802.02.06_CaledonianMercury_0003
1802.02.11_Trewman'sExeterFlyingPost_0001,1802.02.06_Jackson'sOxfordJournal_0002
1802.02.11_Trewman'sExeterFlyingPost_0001,1802.02.06_TheIpswichJournal_0002
1802.02.11_Trewman'sExeterFlyingPost_0003,1802.02.01_PortsmouthTelegraphorMottley'sNavalandMilitaryJournal_0001
1802.02.13_CaledonianMercury_0002,1802.02.09_TheMorningChronicle_0002
1802.02.13_Jackson'sOxfordJournal_0001,1802.02.13_CaledonianMercury_0002
1802.02.13_Jackson'sOxfordJournal_0001,1802.02.13_CaledonianMercury_0003
1802.02.13_Jackson'sOxfordJournal_0004,1802.02.08_TheMorningChronicle_0003
1802.02.13_Jackson'sOxfordJournal_0004,1802.02.11_Trewman'sExeterFlyingPost_0001
1802.02.13_Jackson'sOxfordJournal_0004,1802.02.13_CaledonianMercury_0003
1802.02.13_TheIpswichJournal_0001,1802.02.04_Trewman'sExeterFlyingPost_0003
1802.02.13_TheIpswichJournal_0001,1802.02.06_Jackson'sOxfordJournal_0001
1802.02.13_TheIpswichJournal_0001,1802.02.10_TheAberdeenJournal_0001
1802.02.13_TheIpswichJournal_0001,1802.02.13_Jackson'sOxfordJournal_0003
