RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE	OPAGE
1822	04	01	GlasgowHerald	0001	1822	04	01	CaledonianMercury	0002
1822	04	01	GlasgowHerald	0002	1822	04	01	CaledonianMercury	0002
1822	04	01	GlasgowHerald	0002	1822	04	01	CaledonianMercury	0003
1822	04	04	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003	1822	04	01	TheMorningChronicle	0004
1822	04	05	GlasgowHerald	0004	1822	04	04	CaledonianMercury	0002
1822	04	06	CaledonianMercury	0004	1822	04	01	TheMorningChronicle	0003
1822	04	06	Jackson'sOxfordJournal	0004	1822	04	04	CaledonianMercury	0002
1822	04	06	Jackson'sOxfordJournal	0004	1822	04	04	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003
1822	04	06	TheIpswichJournal	0001	1822	04	04	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003
1822	04	06	TheLeedsMercury	0002	1822	04	06	Jackson'sOxfordJournal	0002
1822	04	08	CaledonianMercury	0001	1822	04	05	GlasgowHerald	0003
1822	04	08	CaledonianMercury	0002	1822	04	03	TheMorningChronicle	0003
1822	04	08	CaledonianMercury	0002	1822	04	06	Cobbett'sWeeklyPoliticalRegister	0031
1822	04	08	CaledonianMercury	0002	1822	04	06	Jackson'sOxfordJournal	0002
1822	04	08	CaledonianMercury	0002	1822	04	06	TheLeedsMercury	0002
1822	04	08	CaledonianMercury	0002	1822	04	06	TheMorningChronicle	0002
1822	04	08	CaledonianMercury	0004	1822	04	01	GlasgowHerald	0004
1822	04	08	CaledonianMercury	0004	1822	04	01	TheMorningChronicle	0002
1822	04	08	CaledonianMercury	0004	1822	04	01	TheMorningChronicle	0003
1822	04	08	GlasgowHerald	0001	1822	04	01	CaledonianMercury	0003
1822	04	08	GlasgowHerald	0001	1822	04	03	TheMorningChronicle	0003
1822	04	08	GlasgowHerald	0001	1822	04	06	Jackson'sOxfordJournal	0002
1822	04	08	GlasgowHerald	0001	1822	04	06	TheLeedsMercury	0002
1822	04	08	GlasgowHerald	0001	1822	04	08	CaledonianMercury	0002
1822	04	08	GlasgowHerald	0002	1822	04	04	TheMorningChronicle	0003
1822	04	08	GlasgowHerald	0002	1822	04	06	TheMorningChronicle	0002
1822	04	08	GlasgowHerald	0002	1822	04	08	CaledonianMercury	0003
1822	04	08	GlasgowHerald	0003	1822	04	04	TheMorningChronicle	0001
1822	04	09	TheMorningChronicle	0001	1822	04	08	GlasgowHerald	0003
1822	04	10	TheAberdeenJournal	0002	1822	04	08	GlasgowHerald	0002
1822	04	10	TheAberdeenJournal	0004	1822	04	01	CaledonianMercury	0003
1822	04	10	TheDerbyMercury	0001	1822	04	04	TheMorningChronicle	0001
1822	04	10	TheDerbyMercury	0001	1822	04	09	TheMorningChronicle	0001
1822	04	11	CaledonianMercury	0002	1822	04	06	TheMorningChronicle	0002
1822	04	11	CaledonianMercury	0002	1822	04	08	TheMorningChronicle	0003
1822	04	11	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0002	1822	04	08	GlasgowHerald	0001
1822	04	11	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003	1822	04	05	TheMorningChronicle	0004
1822	04	11	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003	1822	04	06	TheMorningChronicle	0002
1822	04	12	GlasgowHerald	0001	1822	04	08	CaledonianMercury	0003
1822	04	12	GlasgowHerald	0001	1822	04	08	TheMorningChronicle	0003
1822	04	12	GlasgowHerald	0001	1822	04	11	CaledonianMercury	0002
1822	04	12	LiverpoolMercuryetc	0002	1822	04	07	TheExaminer	0006
1822	04	12	LiverpoolMercuryetc	0002	1822	04	08	TheMorningChronicle	0003
1822	04	12	LiverpoolMercuryetc	0002	1822	04	11	CaledonianMercury	0002
1822	04	13	CaledonianMercury	0002	1822	04	10	TheMorningChronicle	0002
1822	04	13	CaledonianMercury	0002	1822	04	12	GlasgowHerald	0002
1822	04	13	Jackson'sOxfordJournal	0002	1822	04	04	TheMorningChronicle	0001
1822	04	13	Jackson'sOxfordJournal	0002	1822	04	09	TheMorningChronicle	0001
1822	04	13	Jackson'sOxfordJournal	0002	1822	04	10	TheMorningChronicle	0002
1822	04	13	Jackson'sOxfordJournal	0004	1822	04	12	GlasgowHerald	0004
1822	04	13	TheBristolMercury	0001	1822	04	07	TheExaminer	0009
1822	04	13	TheIpswichJournal	0001	1822	04	04	TheMorningChronicle	0001
1822	04	13	TheIpswichJournal	0001	1822	04	09	TheMorningChronicle	0001
1822	04	13	TheIpswichJournal	0001	1822	04	10	TheDerbyMercury	0001
1822	04	13	TheIpswichJournal	0001	1822	04	13	Jackson'sOxfordJournal	0002
1822	04	13	TheIpswichJournal	0004	1822	04	10	TheMorningChronicle	0002
1822	04	13	TheIpswichJournal	0004	1822	04	13	CaledonianMercury	0002
1822	04	13	TheNewcastleCourantetc	0002	1822	04	08	CaledonianMercury	0002
1822	04	13	TheNewcastleCourantetc	0002	1822	04	08	GlasgowHerald	0001
1822	04	14	TheExaminer	0004	1822	04	10	TheMorningChronicle	0002
1822	04	14	TheExaminer	0004	1822	04	13	CaledonianMercury	0002
1822	04	14	TheExaminer	0004	1822	04	13	TheIpswichJournal	0004
1822	04	14	TheExaminer	0008	1822	04	09	TheMorningChronicle	0003
1822	04	15	CaledonianMercury	0002	1822	04	11	TheMorningChronicle	0003
1822	04	15	CaledonianMercury	0002	1822	04	12	TheMorningChronicle	0002
1822	04	15	GlasgowHerald	0001	1822	04	10	TheMorningChronicle	0002
1822	04	15	GlasgowHerald	0001	1822	04	11	TheMorningChronicle	0003
1822	04	15	GlasgowHerald	0001	1822	04	13	CaledonianMercury	0002
1822	04	15	GlasgowHerald	0001	1822	04	13	TheIpswichJournal	0004
1822	04	15	GlasgowHerald	0001	1822	04	14	TheExaminer	0004
1822	04	15	GlasgowHerald	0001	1822	04	15	CaledonianMercury	0002
1822	04	15	GlasgowHerald	0001	1822	04	15	CaledonianMercury	0004
1822	04	15	GlasgowHerald	0004	1822	04	06	TheMorningChronicle	0002
1822	04	17	TheAberdeenJournal	0004	1822	04	03	TheMorningChronicle	0003
1822	04	17	TheAberdeenJournal	0004	1822	04	06	TheIpswichJournal	0003
1822	04	17	TheAberdeenJournal	0004	1822	04	08	CaledonianMercury	0002
1822	04	17	TheAberdeenJournal	0004	1822	04	08	GlasgowHerald	0001
1822	04	17	TheAberdeenJournal	0004	1822	04	13	TheNewcastleCourantetc	0002
1822	04	17	TheAberdeenJournal	0004	1822	04	15	CaledonianMercury	0004
1822	04	18	CaledonianMercury	0001	1822	04	05	GlasgowHerald	0003
1822	04	18	CaledonianMercury	0002	1822	04	15	TheMorningChronicle	0002
1822	04	18	TheMorningChronicle	0003	1822	04	14	TheExaminer	0003
1822	04	18	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003	1822	04	12	TheMorningChronicle	0002
1822	04	18	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003	1822	04	15	CaledonianMercury	0002
1822	04	19	GlasgowHerald	0001	1822	04	13	CaledonianMercury	0003
1822	04	19	GlasgowHerald	0001	1822	04	17	TheAberdeenJournal	0004
1822	04	19	GlasgowHerald	0001	1822	04	18	CaledonianMercury	0004
1822	04	19	GlasgowHerald	0002	1822	04	17	TheAberdeenJournal	0003
1822	04	19	GlasgowHerald	0004	1822	04	18	CaledonianMercury	0002
1822	04	20	CaledonianMercury	0002	1822	04	17	TheMorningChronicle	0002
1822	04	20	Jackson'sOxfordJournal	0002	1822	04	17	TheMorningChronicle	0002
1822	04	20	Jackson'sOxfordJournal	0002	1822	04	17	TheMorningChronicle	0003
1822	04	20	Jackson'sOxfordJournal	0002	1822	04	20	CaledonianMercury	0002
1822	04	20	Jackson'sOxfordJournal	0004	1822	04	17	TheMorningChronicle	0004
1822	04	20	Jackson'sOxfordJournal	0004	1822	04	19	GlasgowHerald	0004
1822	04	20	TheBristolMercury	0001	1822	04	13	TheMorningChronicle	0002
1822	04	20	TheBristolMercury	0001	1822	04	15	TheMorningChronicle	0002
