1804.10.02_TheHullPacket_0004,1804.10.01_CaledonianMercury_0004
1804.10.04_CaledonianMercury_0003,1804.10.02_TheMorningChronicle_0002
1804.10.04_TheDerbyMercury_0004,1804.10.01_CaledonianMercury_0002
1804.10.04_Trewman'sExeterFlyingPost_0001,1804.10.01_CaledonianMercury_0002
1804.10.04_Trewman'sExeterFlyingPost_0001,1804.10.01_CaledonianMercury_0003
1804.10.04_Trewman'sExeterFlyingPost_0002,1804.10.01_CaledonianMercury_0004
1804.10.04_Trewman'sExeterFlyingPost_0002,1804.10.03_TheAberdeenJournal_0002
1804.10.04_Trewman'sExeterFlyingPost_0004,1804.10.02_TheMorningChronicle_0002
1804.10.04_Trewman'sExeterFlyingPost_0004,1804.10.04_CaledonianMercury_0003
1804.10.06_CaledonianMercury_0002,1804.10.03_TheMorningChronicle_0002
1804.10.06_CaledonianMercury_0002,1804.10.04_TheMorningChronicle_0002
1804.10.06_Cobbett'sWeeklyPoliticalRegister_0010,1804.10.04_CaledonianMercury_0002
1804.10.06_Cobbett'sWeeklyPoliticalRegister_0011,1804.10.04_CaledonianMercury_0002
1804.10.06_Cobbett'sWeeklyPoliticalRegister_0012,1804.10.04_CaledonianMercury_0002
1804.10.06_Jackson'sOxfordJournal_0001,1804.10.02_TheMorningChronicle_0002
1804.10.06_Jackson'sOxfordJournal_0001,1804.10.04_Trewman'sExeterFlyingPost_0004
1804.10.06_Jackson'sOxfordJournal_0002,1804.10.03_TheMorningChronicle_0003
1804.10.06_Jackson'sOxfordJournal_0002,1804.10.04_TheDerbyMercury_0004
1804.10.06_Jackson'sOxfordJournal_0002,1804.10.04_TheMorningChronicle_0002
1804.10.06_Jackson'sOxfordJournal_0004,1804.10.01_TheMorningChronicle_0003
1804.10.06_Jackson'sOxfordJournal_0004,1804.10.04_CaledonianMercury_0003
1804.10.06_Jackson'sOxfordJournal_0004,1804.10.04_CaledonianMercury_0004
1804.10.08_HampshireTelegraphandSussexChronicleetc_0002,1804.10.03_TheMorningChronicle_0003
1804.10.08_HampshireTelegraphandSussexChronicleetc_0002,1804.10.04_Trewman'sExeterFlyingPost_0004
1804.10.08_HampshireTelegraphandSussexChronicleetc_0002,1804.10.06_Jackson'sOxfordJournal_0002
1804.10.08_HampshireTelegraphandSussexChronicleetc_0004,1804.10.04_TheDerbyMercury_0004
1804.10.08_HampshireTelegraphandSussexChronicleetc_0004,1804.10.06_Jackson'sOxfordJournal_0004
1804.10.08_TheMorningChronicle_0001,1804.10.08_HampshireTelegraphandSussexChronicleetc_0003
1804.10.08_TheMorningChronicle_0002,1804.10.08_HampshireTelegraphandSussexChronicleetc_0003
1804.10.09_TheHullPacket_0004,1804.10.06_Jackson'sOxfordJournal_0002
1804.10.09_TheHullPacket_0004,1804.10.06_Jackson'sOxfordJournal_0004
1804.10.10_TheAberdeenJournal_0002,1804.10.01_CaledonianMercury_0003
1804.10.10_TheAberdeenJournal_0002,1804.10.04_CaledonianMercury_0003
1804.10.10_TheAberdeenJournal_0002,1804.10.04_Trewman'sExeterFlyingPost_0004
1804.10.10_TheAberdeenJournal_0003,1804.10.06_CaledonianMercury_0003
1804.10.11_CaledonianMercury_0002,1804.10.08_HampshireTelegraphandSussexChronicleetc_0003
1804.10.11_CaledonianMercury_0002,1804.10.08_TheMorningChronicle_0001
1804.10.11_CaledonianMercury_0002,1804.10.08_TheMorningChronicle_0002
1804.10.11_CaledonianMercury_0002,1804.10.09_TheMorningChronicle_0002
1804.10.11_TheDerbyMercury_0002,1804.10.08_HampshireTelegraphandSussexChronicleetc_0003
1804.10.11_TheDerbyMercury_0002,1804.10.11_CaledonianMercury_0002
1804.10.11_Trewman'sExeterFlyingPost_0001,1804.10.04_TheMorningChronicle_0002
1804.10.11_Trewman'sExeterFlyingPost_0001,1804.10.05_TheMorningChronicle_0002
1804.10.11_Trewman'sExeterFlyingPost_0001,1804.10.06_Jackson'sOxfordJournal_0002
1804.10.11_Trewman'sExeterFlyingPost_0001,1804.10.08_HampshireTelegraphandSussexChronicleetc_0002
1804.10.11_Trewman'sExeterFlyingPost_0002,1804.10.08_HampshireTelegraphandSussexChronicleetc_0003
1804.10.11_Trewman'sExeterFlyingPost_0002,1804.10.11_CaledonianMercury_0002
1804.10.11_Trewman'sExeterFlyingPost_0002,1804.10.11_TheDerbyMercury_0002
1804.10.11_Trewman'sExeterFlyingPost_0004,1804.10.09_TheMorningChronicle_0003
1804.10.12_TheMorningChronicle_0001,1804.10.11_TheDerbyMercury_0004
1804.10.13_CaledonianMercury_0002,1804.10.09_TheMorningChronicle_0002
1804.10.13_CaledonianMercury_0004,1804.10.10_TheAberdeenJournal_0004
1804.10.13_Jackson'sOxfordJournal_0001,1804.10.09_TheMorningChronicle_0002
1804.10.13_Jackson'sOxfordJournal_0001,1804.10.11_TheDerbyMercury_0003
1804.10.13_Jackson'sOxfordJournal_0001,1804.10.11_Trewman'sExeterFlyingPost_0001
1804.10.13_Jackson'sOxfordJournal_0001,1804.10.13_CaledonianMercury_0002
1804.10.13_Jackson'sOxfordJournal_0002,1804.10.08_TheMorningChronicle_0002
1804.10.13_Jackson'sOxfordJournal_0002,1804.10.11_TheMorningChronicle_0002
1804.10.13_Jackson'sOxfordJournal_0002,1804.10.11_TheMorningChronicle_0003
1804.10.13_Jackson'sOxfordJournal_0002,1804.10.13_CaledonianMercury_0002
1804.10.13_Jackson'sOxfordJournal_0002,1804.10.13_CaledonianMercury_0003
1804.10.13_Jackson'sOxfordJournal_0004,1804.10.08_HampshireTelegraphandSussexChronicleetc_0003
1804.10.13_Jackson'sOxfordJournal_0004,1804.10.08_TheMorningChronicle_0001
1804.10.13_Jackson'sOxfordJournal_0004,1804.10.08_TheMorningChronicle_0002
1804.10.13_Jackson'sOxfordJournal_0004,1804.10.08_TheMorningChronicle_0003
1804.10.13_Jackson'sOxfordJournal_0004,1804.10.11_CaledonianMercury_0002
1804.10.13_Jackson'sOxfordJournal_0004,1804.10.11_TheDerbyMercury_0002
1804.10.13_Jackson'sOxfordJournal_0004,1804.10.11_Trewman'sExeterFlyingPost_0002
1804.10.13_TheIpswichJournal_0002,1804.10.13_Jackson'sOxfordJournal_0002
1804.10.13_TheIpswichJournal_0004,1804.10.11_Trewman'sExeterFlyingPost_0004
1804.10.15_CaledonianMercury_0002,1804.10.13_Jackson'sOxfordJournal_0002
1804.10.15_CaledonianMercury_0003,1804.10.11_TheMorningChronicle_0003
1804.10.15_CaledonianMercury_0003,1804.10.12_TheMorningChronicle_0003
1804.10.15_CaledonianMercury_0003,1804.10.13_Jackson'sOxfordJournal_0002
1804.10.15_CaledonianMercury_0004,1804.10.13_Jackson'sOxfordJournal_0002
1804.10.15_HampshireTelegraphandSussexChronicleetc_0002,1804.10.13_CaledonianMercury_0002
1804.10.15_HampshireTelegraphandSussexChronicleetc_0002,1804.10.13_Jackson'sOxfordJournal_0002
1804.10.15_HampshireTelegraphandSussexChronicleetc_0003,1804.10.11_TheMorningChronicle_0003
1804.10.15_HampshireTelegraphandSussexChronicleetc_0003,1804.10.15_CaledonianMercury_0003
1804.10.16_TheHullPacket_0004,1804.10.11_TheMorningChronicle_0003
1804.10.16_TheHullPacket_0004,1804.10.13_Jackson'sOxfordJournal_0001
1804.10.16_TheHullPacket_0004,1804.10.13_Jackson'sOxfordJournal_0002
1804.10.16_TheHullPacket_0004,1804.10.13_Jackson'sOxfordJournal_0004
1804.10.16_TheHullPacket_0004,1804.10.15_CaledonianMercury_0003
1804.10.17_TheAberdeenJournal_0001,1804.10.11_CaledonianMercury_0004
1804.10.17_TheAberdeenJournal_0001,1804.10.13_CaledonianMercury_0004
1804.10.17_TheAberdeenJournal_0002,1804.10.13_Jackson'sOxfordJournal_0002
1804.10.17_TheAberdeenJournal_0002,1804.10.15_CaledonianMercury_0003
1804.10.17_TheAberdeenJournal_0003,1804.10.09_TheMorningChronicle_0003
1804.10.17_TheAberdeenJournal_0003,1804.10.11_Trewman'sExeterFlyingPost_0004
1804.10.17_TheAberdeenJournal_0003,1804.10.13_Jackson'sOxfordJournal_0004
1804.10.18_CaledonianMercury_0002,1804.10.13_TheMorningChronicle_0002
1804.10.18_CaledonianMercury_0002,1804.10.15_TheMorningChronicle_0002
1804.10.18_CaledonianMercury_0002,1804.10.15_TheMorningChronicle_0003
1804.10.18_CaledonianMercury_0004,1804.10.10_TheAberdeenJournal_0004
1804.10.18_CaledonianMercury_0004,1804.10.17_TheAberdeenJournal_0001
1804.10.18_Trewman'sExeterFlyingPost_0003,1804.10.11_TheDerbyMercury_0004
1804.10.18_Trewman'sExeterFlyingPost_0004,1804.10.17_TheMorningChronicle_0002
1804.10.18_Trewman'sExeterFlyingPost_0004,1804.10.18_CaledonianMercury_0003
1804.10.20_CaledonianMercury_0002,1804.10.17_TheMorningChronicle_0002
1804.10.20_Jackson'sOxfordJournal_0001,1804.10.16_TheMorningChronicle_0002
