1831.05.02_Freeman'sJournalandDailyCommercialAdvertiser_0004,1831.05.01_TheExaminer_0009
1831.05.03_Freeman'sJournalandDailyCommercialAdvertiser_0004,1831.05.01_TheExaminer_0008
1831.05.03_TheBelfastNews-Letter_0001,1831.05.01_TheExaminer_0015
1831.05.03_TheHullPacketandHumberMercury_0004,1831.05.01_TheExaminer_0012
1831.05.03_TheHullPacketandHumberMercury_0004,1831.05.03_TheBelfastNews-Letter_0001
1831.05.04_Freeman'sJournalandDailyCommercialAdvertiser_0004,1831.05.01_TheExaminer_0012
1831.05.04_Freeman'sJournalandDailyCommercialAdvertiser_0004,1831.05.03_TheHullPacketandHumberMercury_0004
1831.05.04_TheDerbyMercury_0004,1831.05.02_HampshireTelegraphandSussexChronicleetc_0001
1831.05.04_TheDerbyMercury_0004,1831.05.03_TheHullPacketandHumberMercury_0003
1831.05.04_TheDerbyMercury_0004,1831.05.03_TheHullPacketandHumberMercury_0004
1831.05.04_TheDerbyMercury_0004,1831.05.04_Freeman'sJournalandDailyCommercialAdvertiser_0003
1831.05.04_TheMorningChronicle_0002,1831.05.02_Freeman'sJournalandDailyCommercialAdvertiser_0003
1831.05.04_TheMorningChronicle_0004,1831.05.01_TheExaminer_0012
1831.05.04_TheMorningChronicle_0004,1831.05.03_TheHullPacketandHumberMercury_0004
1831.05.04_TheMorningChronicle_0004,1831.05.04_Freeman'sJournalandDailyCommercialAdvertiser_0004
1831.05.05_Freeman'sJournalandDailyCommercialAdvertiser_0002,1831.05.03_TheMorningChronicle_0002
1831.05.05_Freeman'sJournalandDailyCommercialAdvertiser_0004,1831.05.02_TheMorningChronicle_0002
1831.05.05_Freeman'sJournalandDailyCommercialAdvertiser_0004,1831.05.03_TheMorningChronicle_0003
1831.05.06_Freeman'sJournalandDailyCommercialAdvertiser_0002,1831.05.04_TheMorningChronicle_0002
1831.05.06_Freeman'sJournalandDailyCommercialAdvertiser_0004,1831.05.04_TheMorningChronicle_0003
1831.05.06_Freeman'sJournalandDailyCommercialAdvertiser_0004,1831.05.04_TheMorningChronicle_0004
1831.05.06_LiverpoolMercuryetc_0005,1831.05.04_TheDerbyMercury_0002
1831.05.06_TheBelfastNews-Letter_0002,1831.05.04_TheDerbyMercury_0004
1831.05.07_CaledonianMercury_0002,1831.05.04_TheMorningChronicle_0002
1831.05.07_CaledonianMercury_0002,1831.05.06_Freeman'sJournalandDailyCommercialAdvertiser_0002
1831.05.07_Cobbett'sWeeklyPoliticalRegister_0024,1831.05.05_TheMorningChronicle_0002
1831.05.07_Cobbett'sWeeklyPoliticalRegister_0029,1831.05.05_TheMorningChronicle_0004
1831.05.07_Freeman'sJournalandDailyCommercialAdvertiser_0004,1831.05.05_TheMorningChronicle_0003
1831.05.07_Freeman'sJournalandDailyCommercialAdvertiser_0004,1831.05.05_TheMorningChronicle_0004
1831.05.07_PrestonChronicle_0001,1831.05.03_TheMorningChronicle_0002
1831.05.07_TheManchesterTimesandGazette_0001,1831.05.04_TheDerbyMercury_0001
1831.05.07_TheManchesterTimesandGazette_0002,1831.05.03_TheMorningChronicle_0002
1831.05.08_TheExaminer_0005,1831.05.04_TheMorningChronicle_0003
1831.05.08_TheExaminer_0006,1831.05.03_TheMorningChronicle_0003
1831.05.08_TheExaminer_0006,1831.05.05_TheMorningChronicle_0004
1831.05.08_TheExaminer_0009,1831.05.05_TheMorningChronicle_0002
1831.05.08_TheExaminer_0011,1831.05.03_TheMorningChronicle_0004
1831.05.08_TheExaminer_0012,1831.05.04_TheMorningChronicle_0003
1831.05.08_TheExaminer_0012,1831.05.04_TheMorningChronicle_0004
1831.05.08_TheExaminer_0012,1831.05.05_TheMorningChronicle_0003
1831.05.08_TheExaminer_0012,1831.05.06_TheMorningChronicle_0004
1831.05.08_TheExaminer_0015,1831.05.03_TheBelfastNews-Letter_0001
1831.05.08_TheExaminer_0015,1831.05.03_TheMorningChronicle_0001
1831.05.09_CaledonianMercury_0002,1831.05.05_TheMorningChronicle_0004
1831.05.09_CaledonianMercury_0002,1831.05.07_TheMorningChronicle_0002
1831.05.09_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.05.06_TheBelfastNews-Letter_0001
1831.05.09_HampshireTelegraphandSussexChronicleetc_0001,1831.05.04_TheDerbyMercury_0004
1831.05.09_TheMorningChronicle_0003,1831.05.07_Cobbett'sWeeklyPoliticalRegister_0004
1831.05.09_TheMorningChronicle_0003,1831.05.09_HampshireTelegraphandSussexChronicleetc_0004
1831.05.10_Freeman'sJournalandDailyCommercialAdvertiser_0002,1831.05.09_TheMorningChronicle_0003
1831.05.10_TheBelfastNews-Letter_0001,1831.05.04_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.05.10_TheBelfastNews-Letter_0002,1831.05.09_CaledonianMercury_0002
1831.05.10_TheBristolMercury_0001,1831.05.04_TheDerbyMercury_0002
1831.05.10_TheBristolMercury_0001,1831.05.04_TheDerbyMercury_0004
