RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE
1804	11	01	TheDerbyMercury	0002	1804	11	01	CaledonianMercury	0002
1804	11	01	Trewman'sExeterFlyingPost	0002	1804	11	01	CaledonianMercury	0002
1804	11	01	Trewman'sExeterFlyingPost	0004	1804	11	01	CaledonianMercury	0002
1804	11	03	CaledonianMercury	0002	1804	11	01	Trewman'sExeterFlyingPost	0004
1804	11	03	Jackson'sOxfordJournal	0001	1804	11	01	CaledonianMercury	0002
1804	11	03	Jackson'sOxfordJournal	0001	1804	11	01	Trewman'sExeterFlyingPost	0004
1804	11	03	Jackson'sOxfordJournal	0002	1804	11	01	Trewman'sExeterFlyingPost	0004
1804	11	03	Jackson'sOxfordJournal	0002	1804	11	03	CaledonianMercury	0002
1804	11	03	Jackson'sOxfordJournal	0004	1804	11	01	CaledonianMercury	0002
1804	11	03	Jackson'sOxfordJournal	0004	1804	11	01	Trewman'sExeterFlyingPost	0002
1804	11	03	Jackson'sOxfordJournal	0004	1804	11	03	CaledonianMercury	0003
1804	11	05	HampshireTelegraphandSussexChronicleetc	0001	1804	11	01	Trewman'sExeterFlyingPost	0004
1804	11	05	HampshireTelegraphandSussexChronicleetc	0001	1804	11	03	Jackson'sOxfordJournal	0001
1804	11	05	HampshireTelegraphandSussexChronicleetc	0002	1804	11	03	CaledonianMercury	0003
1804	11	05	HampshireTelegraphandSussexChronicleetc	0002	1804	11	03	Jackson'sOxfordJournal	0002
1804	11	05	HampshireTelegraphandSussexChronicleetc	0002	1804	11	03	Jackson'sOxfordJournal	0004
1804	11	05	HampshireTelegraphandSussexChronicleetc	0004	1804	11	03	Jackson'sOxfordJournal	0001
1804	11	05	TheHullPacket	0004	1804	11	03	Jackson'sOxfordJournal	0004
1804	11	06	TheMorningChronicle	0003	1804	11	05	HampshireTelegraphandSussexChronicleetc	0003
1804	11	08	TheDerbyMercury	0001	1804	11	03	Jackson'sOxfordJournal	0003
1804	11	08	Trewman'sExeterFlyingPost	0001	1804	11	05	CaledonianMercury	0003
1804	11	08	Trewman'sExeterFlyingPost	0002	1804	11	03	TheMorningChronicle	0003
1804	11	08	Trewman'sExeterFlyingPost	0004	1804	11	06	TheMorningChronicle	0002
1804	11	08	Trewman'sExeterFlyingPost	0004	1804	11	07	TheMorningChronicle	0002
