1829.11.02_TheMorningChronicle_0002,1829.11.02_HampshireTelegraphandSussexChronicleetc_0004
1829.11.03_TheHullPacketandHumberMercury_0002,1829.11.02_CaledonianMercury_0002
1829.11.03_TheMorningChronicle_0001,1829.11.03_TheBelfastNews-Letter_0004
1829.11.04_TheAberdeenJournal_0004,1829.11.03_TheBelfastNews-Letter_0001
1829.11.04_TheAberdeenJournal_0004,1829.11.03_TheHullPacketandHumberMercury_0001
1829.11.04_TheDerbyMercury_0001,1829.11.02_HampshireTelegraphandSussexChronicleetc_0003
1829.11.04_TheDerbyMercury_0001,1829.11.03_TheHullPacketandHumberMercury_0001
1829.11.04_TheDerbyMercury_0004,1829.11.03_TheHullPacketandHumberMercury_0001
1829.11.04_TheDerbyMercury_0004,1829.11.03_TheMorningChronicle_0001
1829.11.04_TheMorningChronicle_0001,1829.11.03_TheBelfastNews-Letter_0004
1829.11.05_NorthWalesChronicle_0003,1829.11.04_TheAberdeenJournal_0004
1829.11.05_TheMorningChronicle_0004,1829.11.04_TheAberdeenJournal_0003
1829.11.06_LiverpoolMercuryetc_0002,1829.11.04_TheMorningChronicle_0002
1829.11.06_LiverpoolMercuryetc_0007,1829.11.04_TheDerbyMercury_0004
1829.11.06_TheBelfastNews-Letter_0001,1829.11.01_TheExaminer_0011
1829.11.06_TheBelfastNews-Letter_0001,1829.11.06_LiverpoolMercuryetc_0007
1829.11.06_TheBelfastNews-Letter_0004,1829.11.05_TheMorningChronicle_0003
1829.11.07_CaledonianMercury_0004,1829.11.03_TheBelfastNews-Letter_0004
1829.11.07_TheNewcastleCourantetc_0003,1829.11.04_TheDerbyMercury_0001
1829.11.07_TheNewcastleCourantetc_0004,1829.11.04_TheDerbyMercury_0002
1829.11.08_TheExaminer_0002,1829.11.05_TheMorningChronicle_0002
1829.11.08_TheExaminer_0004,1829.11.05_TheMorningChronicle_0001
1829.11.08_TheExaminer_0005,1829.11.06_TheMorningChronicle_0003
1829.11.08_TheExaminer_0008,1829.11.05_TheMorningChronicle_0003
1829.11.08_TheExaminer_0008,1829.11.06_TheBelfastNews-Letter_0004
1829.11.09_HampshireTelegraphandSussexChronicleetc_0002,1829.11.06_TheMorningChronicle_0004
1829.11.09_HampshireTelegraphandSussexChronicleetc_0003,1829.11.03_TheMorningChronicle_0003
1829.11.09_HampshireTelegraphandSussexChronicleetc_0003,1829.11.06_TheMorningChronicle_0001
1829.11.09_HampshireTelegraphandSussexChronicleetc_0003,1829.11.06_TheMorningChronicle_0003
1829.11.09_TheMorningChronicle_0001,1829.11.09_HampshireTelegraphandSussexChronicleetc_0003
1829.11.09_TheMorningChronicle_0002,1829.11.07_TheLeedsMercury_0002
1829.11.09_TheMorningChronicle_0003,1829.11.09_HampshireTelegraphandSussexChronicleetc_0004
1829.11.10_TheBelfastNews-Letter_0001,1829.11.02_TheMorningChronicle_0004
1829.11.10_TheBelfastNews-Letter_0001,1829.11.07_TheMorningChronicle_0001
1829.11.10_TheBelfastNews-Letter_0004,1829.11.03_TheMorningChronicle_0001
1829.11.10_TheBelfastNews-Letter_0004,1829.11.04_TheDerbyMercury_0004
1829.11.10_TheBristolMercury_0001,1829.11.02_TheMorningChronicle_0003
1829.11.10_TheBristolMercury_0001,1829.11.04_TheMorningChronicle_0003
1829.11.10_TheBristolMercury_0001,1829.11.05_TheMorningChronicle_0003
1829.11.10_TheBristolMercury_0001,1829.11.06_TheBelfastNews-Letter_0004
1829.11.10_TheBristolMercury_0001,1829.11.08_TheExaminer_0008
1829.11.10_TheBristolMercury_0001,1829.11.10_TheBelfastNews-Letter_0001
1829.11.10_TheHullPacketandHumberMercury_0001,1829.11.07_TheNewcastleCourantetc_0003
1829.11.10_TheHullPacketandHumberMercury_0001,1829.11.09_HampshireTelegraphandSussexChronicleetc_0003
1829.11.10_TheHullPacketandHumberMercury_0001,1829.11.09_TheMorningChronicle_0001
1829.11.10_TheHullPacketandHumberMercury_0002,1829.11.02_TheMorningChronicle_0002
1829.11.10_TheHullPacketandHumberMercury_0002,1829.11.09_HampshireTelegraphandSussexChronicleetc_0003
1829.11.10_TheHullPacketandHumberMercury_0002,1829.11.10_TheBelfastNews-Letter_0001
1829.11.10_TheHullPacketandHumberMercury_0004,1829.11.02_TheMorningChronicle_0004
1829.11.10_TheHullPacketandHumberMercury_0004,1829.11.03_TheMorningChronicle_0004
1829.11.10_TheHullPacketandHumberMercury_0004,1829.11.04_TheMorningChronicle_0003
1829.11.10_TheHullPacketandHumberMercury_0004,1829.11.05_TheMorningChronicle_0003
1829.11.10_TheHullPacketandHumberMercury_0004,1829.11.06_TheBelfastNews-Letter_0004
1829.11.10_TheHullPacketandHumberMercury_0004,1829.11.08_TheExaminer_0008
1829.11.10_TheHullPacketandHumberMercury_0004,1829.11.10_TheBelfastNews-Letter_0001
